W/C TIGERS,Tiger,SEX,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
CAPTIVE,M565,M,"3,143632571","3,178672741","3,378184233","3,13476198","2,14712564","1,876443339","1,936172094","2,25837276","3,025060346","8,291487344","3,322031169","2,436571605","2,568131038","6,993720663","7,443682949","9,135462942","6,315253419","4,860582316","2,583100633","5,036225808","4,099237134","4,80400768","1,807266116","1,304198581","4,151225514","4,703195669","4,105809697","4,138983948","2,910590087","2,491818295","3,150514652","2,278287528","4,722497242","4,364573857","4,372081771","6,044902115","5,353008777","3,659529602","4,356470203","7,577679311","6,288872829","6,337256013","4,458467856","5,731176187","3,300192112","5,87672452","9,535888439","8,942334513","9,245081647","7,274667833","6,860797662","2,196419228","1,919480643","1,510687995","2,046791742","1,872481807","1,836443506","1,484240647","2,173194027","2,175755246","1,890570661","1,40058333","2,344680096","1,828338531","2,066050424","1,58113883","2,209341105","6,154467909","6,452415313","4,687572474","4,326569376","4,480611117","4,34304515","0,758074491","1,493354333","2,587541379","6,262131771","5,417799397","4,819643181","4,573384041","76,26325989","74,8358489","32,04132978","71,69541033","84,64409852","84,70086915","81,39722853","99,25900579","37,86184242","26,22135244","23,00637497","116,8594949","105,9854758","35,01050136","18,00609155","21,552913","6,965615693","5,417701094","6,262018148","3,201368829","2,216332266","5,488060849","6,895255938","8,724609555","2,955109688","5,628780358","8,997799511","10,85970388","7,963794931","5,407411489","9,182015353","12,38331679","11,67993117","9,393027222","8,369927901","11,10397529","13,98943201","11,39589122","93,49133663","3,369430693","2,922029703","3,215965347","3,441831683","32,83539604","59,32549505","17,41831683","15,95915842","54,38366337"
CAPTIVE,M565,M,"3,456077646","2,872949549","2,97793506","2,963042296","2,039476166","2,104751928","2,113431354","1,913676576","3,138389145","8,938869423","3,408670992","2,725817744","2,812851332","6,710970116","8,100670868","8,775595998","6,753268152","4,658075273","3,442595595","4,573465825","4,202130173","4,464625301","1,83578343","1,368581792","3,843364718","4,26327707","4,290385022","5,179970657","3,272280643","2,254976304","2,682568944","2,742184701","3,724057695","4,678192775","5,121626566","6,229614369","6,15612661","3,670164922","4,825486208","6,871351428","7,152513511","6,52147555","5,861553162","5,485381192","4,07969509","6,438500337","9,429684322","10,0531487","9,852620875","9,26929672","7,674410255","2,127340391","1,88799566","2,040224003","1,96480784","1,868775474","1,851279239","1,619192326","1,79550497","1,925332522","1,8300074","1,583308132","1,972298753","1,842468818","1,692584673","1,433285361","2,087528405","6,747618614","6,802856526","4,003585371","4,524849064","5,085694194","3,681739892","1,35700958","0,963967715","4,074781756","5,900194118","6,21912353","4,756182219","5,458437312","76,92627604","79,72603058","47,75903101","55,31469296","84,87373164","87,09256895","79,77156638","98,40552091","31,7235035","29,10436247","36,08664872","107,9797623","108,6281529","25,15742533","22,70112341","29,10279467","7,015839759","5,134319096","5,899683434","2,359873374","3,858711868","5,29377","6,856388856","9,567054217","2,551214458","5,389440542","9,833868672","10,58110237","8,445179793","5,344817122","10,07749894","12,15015886","12,11931765","10,21461953","8,629520616","11,312432","13,4242889","11,94009421","102,391437","3,510118987","3,020441371","3,136377504","2,800264416","32,12600427","68,07790095","24,45032035","18,64842876","60,85274077"
CAPTIVE,M565,M,"3,176225063","3,158580123","3,129816682","3,13143961","2,225477186","2,149290405","2,351147275","2,149290405","3,382291283","8,633489476","2,975700116","2,849045678","2,987628183","6,420074451","7,510044759","9,175766761","7,862759406","5,187173373","2,322871385","5,583131346","3,592635415","5,1668054","1,79359285","1,347898298","3,232488368","3,904405939","4,264404271","4,129791438","4,197395411","2,074224745","2,706373754","2,846904879","3,724590437","4,730089059","3,938610307","7,245600721","6,018634478","3,423062652","4,105421578","6,801998097","7,115085666","6,503639294","5,146615752","5,099166694","3,910551343","6,29411572","9,928204827","10,64002066","8,911948321","7,864439303","7,204109746","1,975873171","1,883185483","1,917938466","1,980496305","2,018610697","1,795341101","2,018610697","1,795341101","1,701180424","2,232315706","1,655161318","2,171397704","1,763360456","2,083999656","1,500601106","2,188644238","6,158328314","7,476685301","3,781304702","4,497665521","3,940600546","3,350931082","0,435929551","2,139587826","3,811193169","4,688478023","7,122880073","3,426317388","6,311637294","90,04332929","85,20801332","38,73901232","51,21765838","83,74545459","87,81122467","78,63162234","96,34820414","31,32492573","27,35401616","26,65166605","101,7280579","109,7284442","26,46495114","20,10587007","22,688097","7,167909382","4,59828149","4,688443872","4,147469579","2,975358611","4,553200299","7,212990573","10,10180875","1,734308049","5,274499356","10,27742402","10,64002066","7,799046057","5,202924146","9,737641627","11,76619087","11,8113581","9,737954683","8,30718045","10,88036204","13,52353081","12,39199862","98,34569658","3,53419368","3,367543949","3,536225993","3,230362768","33,03526064","64,0310944","16,43938624","19,35270806","53,70490804"
CAPTIVE,M565,M,"3,118315179","3,476609688","3,103797093","2,964534682","2,228173732","2,181815751","2,493975483","2,415534966","3,510800816","8,74556181","2,977736238","2,393538026","2,763461245","6,49119913","7,086305798","8,73468238","6,704406666","4,836233878","2,25007192","4,948035239","3,786647141","4,742782311","1,833279432","1,198402878","3,602613816","3,759306535","4,132663883","4,268902322","3,672785882","2,397011598","3,192149511","2,242000241","4,076048383","4,214681608","4,256773348","6,637054428","5,357219125","2,810553872","3,790857575","6,88997763","7,016210029","5,95278405","4,259984423","4,702428925","3,521760621","5,41448771","9,111060443","9,483593711","9,325613334","8,050126438","7,445298518","2,112340601","1,731024582","1,79804793","2,035252063","2,112340601","2,075729788","1,928807922","2,096242577","2,0526974","2,068559716","1,697745875","2,145836462","1,988879499","2,008504141","1,454952356","2,19268414","7,190621562","6,769421149","3,832449545","4,213277019","4,174294987","3,484569452","0,894160402","1,464843949","3,32762416","5,310490403","6,103615593","4,069952802","5,242651067","85,82912261","79,88788585","37,5245222","56,6463552","84,93557247","83,23925348","78,46250902","98,04933727","31,76307673","27,87301866","28,40590402","111,5276702","99,98745534","28,45940273","19,90653368","24,59922169","7,171007015","4,688735356","5,309303271","3,240743555","2,861507607","4,930067323","6,929675048","9,069546022","2,353475983","5,964347181","9,209738012","10,25166777","7,426676751","5,261402862","9,171197963","11,85974237","11,414106","9,312603869","8,24495427","10,89250506","13,20228068","11,38673806","92,72996327","3,471289506","3,790427062","3,8445081","3,512890305","35,23944231","59,44991858","15,45350814","20,88657245","52,03784484"
CAPTIVE,M565,M,"3,032346575","3,033046589","3,224392223","3,52769427","1,98961312","2,202636388","2,456868549","2,656431002","3,709942752","8,741604073","3,236221679","2,370378266","3,021124282","6,820179869","7,25487031","9,080533613","6,7838719","5,063909412","2,190960898","5,153329609","3,927204004","4,968165933","1,912307445","1,300319102","3,707226387","3,90400254","4,170598133","4,377556249","3,373684279","2,491192008","2,375150044","3,088533749","3,735604247","4,278142546","4,135668599","6,901353857","6,073671062","3,267585073","3,808715148","6,869493764","6,559212876","6,644948341","4,743768082","5,016899315","2,926976265","6,045643974","9,712527327","9,578415356","9,570728853","7,927448877","7,382213586","1,867802124","1,702501014","1,872342978","1,809689557","2,03602023","1,784091527","1,735842166","1,950822717","2,187161","1,865148186","2,006612616","2,048494262","1,774546609","2,431681109","1,868938372","2,649762909","6,703703303","7,520770076","3,88973454","4,209517375","4,339824322","3,686597077","0,866803614","1,494944568","3,246613177","5,154092231","6,3955889","3,952272939","5,194415862","86,76226613","86,90169235","31,62085355","61,61688032","79,94218866","84,2665103","84,01776029","95,96085271","32,01667493","26,71147897","27,46756433","102,0200871","107,6968936","29,76279671","18,37168878","24,48365185","6,922137568","5,041121924","5,153982863","3,047245342","3,348207845","4,965881299","6,997378194","9,630800094","1,918635956","5,492565679","9,375311063","10,54879208","7,493244855","5,319517561","9,294958435","11,96325949","11,54968113","9,146688801","8,157364347","10,50361561","13,51260682","11,9175071","93,50312071","3,009609805","3,340079539","3,950776285","4,413575442","34,38300522","60,9550363","15,39054871","21,50246968","51,59432186"
CAPTIVE,M565,M,"3,06938807","3,270566944","3,54559585","3,52924677","2,278252403","2,270922395","2,329811287","2,495867475","2,920471067","8,264123234","3,103152017","3,228720177","3,294059962","6,768957682","7,952602782","9,103227682","6,688349394","4,995534813","2,957067969","5,079527439","4,023700243","4,92588275","1,898267011","1,369290564","4,04096251","4,40179669","3,71901657","4,521379192","2,521206881","2,674630772","2,560170499","2,851141064","4,62528013","4,150555873","4,475862542","6,042365928","5,8462918","4,00661227","4,975137612","7,136118202","6,338049873","6,437139129","5,147604494","5,431694584","3,451265327","6,13716332","8,948814426","8,744210074","9,464866739","7,966283872","6,799676958","1,950248706","1,724227042","2,033943195","1,941412496","1,982048336","2,219873482","1,661753121","2,098248507","1,966742714","2,198885201","1,766025315","2,505659722","2,107910486","2,215174337","1,692508803","2,589310273","6,0019622","6,325131961","4,540209561","3,968243858","4,413655623","3,799492199","0,689784047","1,405672143","3,277385811","5,423353674","6,198118484","4,358295962","5,229955155","78,93363754","77,01792077","38,76726722","62,29909524","89,40407412","87,28627963","81,32362686","97,13027796","33,58732418","23,98978735","28,35634526","111,4572982","109,1808241","28,84744619","18,24666875","25,36162551","6,940360447","5,455446119","5,423165373","3,163513134","3,034390149","5,35860388","7,037202686","9,296854925","2,324213731","5,455446119","9,21500818","10,5322335","8,283330069","5,410565087","9,172334201","12,39580657","11,62147216","9,588251117","8,391131472","11,52201086","13,88792589","11,84685796","97,66373157","3,483561715","3,654457354","3,999374772","4,270827906","31,95540041","61,53753973","19,44615224","14,77674152","57,61215026"
CAPTIVE,M565,M,"3,100311655","3,198479282","3,440986013","3,633188965","2,206610449","2,325918707","2,820116939","2,507496352","3,680010147","9,022748278","3,231739329","2,502187603","2,433713767","6,858826812","7,318726037","8,995380369","6,836818959","5,26640086","2,052325177","5,412132545","3,583247824","5,196004026","1,969776709","1,314290755","3,570404857","3,850270483","3,987136071","3,939323938","3,067071574","3,119908143","3,051859268","3,029994921","3,878087195","4,605512397","3,868503003","6,628112256","6,125918069","3,534351313","3,521172188","6,637239305","6,512841365","6,915498785","4,78624361","4,894703114","3,040234004","6,023398743","9,534557216","9,425145049","9,528046525","7,676399359","6,810836323","2,114023229","1,625697866","1,948165876","1,913733133","1,958377648","1,924127656","2,209370752","1,812625114","1,846542859","2,542604765","1,791718969","2,590957436","1,997593907","2,37751522","1,684614108","2,672434717","6,550332088","7,652109182","3,718745073","4,36148546","3,795839961","3,612628027","0,9823511","1,402333757","2,926269768","5,528684862","6,028264819","4,436942808","5,204233669","87,46244423","88,90805841","27,96064962","64,57690615","85,64001752","86,33152889","76,42914975","105,0641243","31,30149479","25,76109189","24,25641251","100,4017546","107,6879515","26,8464752","17,53278552","21,0748312","7,656379999","5,059868521","5,525909043","3,062552","2,962686174","4,693693826","8,022554695","9,187655999","2,363491217","6,191681217","9,571039442","10,84749041","8,059143977","5,934155527","8,923582652","12,71624852","11,55694968","9,641176477","8,944668358","11,21919949","14,15815051","12,64204767","97,42082401","3,385341637","3,694510317","4,566609783","4,303982624","37,75182288","61,76336961","13,56020478","20,13696505","52,45894373"
CAPTIVE,M565,M,"2,950795752","3,445542275","3,580242143","3,602103387","2,263398174","2,158816978","2,460415013","2,503833223","3,734979147","9,067456353","2,981594194","2,767318174","3,068650827","7,21390888","8,204844205","9,3284816","6,711006797","5,486761632","2,718082574","5,517074857","3,811406744","5,324420573","1,978950522","1,241695057","4,073810607","3,900792369","4,57291411","4,021865243","3,355503399","2,850656076","3,101731355","3,079099106","4,019912752","5,259716338","4,212885575","6,846821889","6,01015931","3,550430335","4,84919304","7,694082051","6,91059131","6,837549624","5,958483434","5,856053846","3,462060301","6,280527314","9,777927294","9,233433343","9,892725781","8,782290352","7,288907124","2,118773619","1,684967869","1,944899519","1,659789017","2,148211733","1,930904605","2,158816978","1,879204656","2,331737828","2,110673786","1,879204656","2,380507124","2,06969919","2,217526636","1,655914521","2,767318174","6,876154401","7,147415241","3,905706851","5,007851102","4,079273068","3,53578596","1,491287396","1,296550666","2,634393913","6,128575792","5,674607215","4,892005133","4,740315051","71,38701215","66,53127998","41,93971896","66,67326889","85,37253799","92,08049504","81,03320647","104,4161443","28,3870403","29,35018664","22,25166175","106,4135839","103,1964632","25,17428989","23,44116302","21,04374357","7,442870423","5,629379153","6,120533039","2,64467477","3,022485451","5,024882062","8,047367514","8,614083536","3,173609724","5,704941289","9,056430171","10,81885146","8,380416637","6,000651815","8,958017935","13,07224958","11,80318301","9,632320184","8,790088459","11,79792119","14,21793509","12,13766428","104,7432805","3,271621679","3,684856617","4,394992649","4,290791784","35,6309862","66,84842343","18,54204434","18,44498052","58,73788487"
CAPTIVE,M565,M,"3,355138025","2,986261327","3,188616988","3,238360034","2,080456134","2,014200884","2,239664582","2,28371309","3,292311996","8,126363167","3,298460748","1,917131857","2,415932363","7,119852702","7,609953041","8,544081479","6,546991138","5,161105656","2,448847384","5,035272719","3,50880876","4,953861294","2,002082285","1,279879022","3,339403585","3,793680544","3,83088596","4,412102181","3,658485334","2,230599116","2,64694662","3,204991098","3,60126831","4,297328052","4,275794007","6,889888466","6,533910567","4,102649948","3,984646664","6,17341717","6,333027294","7,148185251","5,469846888","5,104235213","3,328533044","6,026746936","9,002842557","9,40504497","9,364201648","8,209193862","7,314277847","2,233625026","1,907418836","1,743703676","2,041126558","1,87077153","1,751433468","1,768065423","1,814568328","1,802118312","2,070693773","1,517249654","2,33634236","2,207517647","1,732044308","1,51910335","2,521939216","6,124023066","7,188221724","3,617525664","4,126080444","4,142997835","3,665312549","1,501896571","0,850278875","3,377437678","6,377262664","5,605278237","5,166943277","4,563014842","90,23890764","94,32256846","34,44161751","55,31947484","89,38614014","88,74239442","80,9149955","96,56072292","29,61051958","26,63824849","30,4978735","111,8262604","107,6709622","26,96305115","20,09149017","25,83185377","7,314200895","4,797847376","6,374762248","1,912428674","3,690651828","4,462333573","7,649714697","8,857564386","3,120278363","5,603080502","9,307348818","10,11500388","7,886358805","5,761955057","9,394925673","12,11204827","11,9825409","9,72995812","8,996087985","10,85676215","13,16809397","11,73866855","95,27039197","3,489654862","3,006731657","3,413107594","3,657383434","31,44854448","60,39072878","16,47567373","19,480154","53,76657586"
CAPTIVE,M565,M,"3,392359977","3,254912578","3,320543611","3,052423525","2,083927769","2,34715084","2,558745659","2,483176942","3,358091382","8,985406482","2,790244994","2,594956124","2,646875223","6,909918753","7,689899824","9,509162267","8,541311753","5,641313498","2,048586326","6,138134586","3,371027681","5,62139465","1,757321594","1,488580796","3,037029785","3,932184354","4,600606975","4,042126831","4,742504558","2,776276221","2,799981671","3,440158079","3,828483242","4,73922425","4,223914359","7,770496949","6,817874905","3,266727961","4,463720642","7,762351065","8,414579073","6,010329733","4,674745109","5,581103185","5,131599675","6,445302997","10,22529159","11,031075","9,959386443","8,552683797","7,639810485","2,11310742","1,964361135","1,777328726","2,116783991","2,23123784","2,038183768","1,676003808","2,116783991","2,034365153","2,215500073","1,687562592","2,410482789","2,042471176","2,107580539","1,735268912","1,996264152","7,484026508","6,764202976","3,914490826","4,668819551","4,206058258","3,536388245","0,388189445","2,561766734","3,96449729","4,768229891","7,902899541","3,399250205","7,107523156","98,94275395","97,58463028","32,19606657","48,86117949","81,99429896","82,39778369","80,25380255","99,85608565","30,65748025","28,60900094","25,15192982","105,5459801","109,2928717","26,7204616","21,32203133","21,02456918","8,068488182","4,276739637","4,76173073","4,585370333","3,306757451","4,938091128","7,407136691","10,67126147","1,991877289","5,819893115","10,95015586","11,17255645","8,248620131","6,061546882","10,45084171","12,34522782","12,67112943","10,50677336","9,323466341","11,48485733","14,22307243","13,21063282","109,206485","3,530189339","3,814004121","4,144473388","3,777069321","35,8034291","71,43190389","15,77990747","22,09284242","56,71921776"
CAPTIVE,M577,M,"2,678421274","2,722552004","3,07833951","3,149088512","1,85856215","1,871632027","2,34676457","2,041444162","2,656420853","9,391865994","3,473544275","2,969056696","3,363680973","6,663852231","8,196896253","9,601774512","7,155282267","5,388717638","2,808178614","5,50989788","4,091876632","5,321094966","1,642249903","1,238455815","4,078738808","3,876210595","3,98077756","4,564807919","3,674373444","2,575313281","2,60459499","3,823917285","3,758908692","4,528469178","4,409477458","6,821319411","6,461903587","3,419498466","4,598627802","6,9637213","6,229161431","5,74406371","5,154639181","5,620645963","3,655421071","7,426593754","10,666813","10,3903517","9,242054736","8,646612527","7,864000837","1,710318961","1,427797359","1,779649176","1,595052932","1,768453102","1,556087422","1,539756217","1,749977751","2,018763216","1,89321466","1,815310993","2,018763216","1,900354402","1,768453102","1,699728649","2,14496058","6,436705427","7,532334613","3,874722658","4,26293171","4,429761243","3,155707893","0,754397821","1,53650249","3,351129653","4,674399833","6,076719783","3,826533901","5,059528158","74,39513964","70,26220153","44,55585557","61,04900479","89,28872408","93,79080221","84,7668353","91,98703101","27,87383613","24,23529726","26,88561003","88,44990791","105,3448758","19,52413858","17,30892475","23,36497539","7,393819625","5,354145245","4,674253786","3,017018353","3,059511569","5,269158813","7,478806057","9,518480436","1,232303271","5,821570624","10,08907441","11,45899522","8,885045986","5,882663615","8,797737857","12,74796487","10,75111962","8,886062059","8,549694242","11,50907405","14,29086726","12,26163089","98,8958307","2,460230043","2,547805204","3,611346852","3,199653311","36,36806847","69,67461765","18,35467037","21,27354147","50,2753652"
CAPTIVE,M577,M,"3,287557396","3,338311711","3,338311711","3,05637518","2,297369696","2,49502073","2,594860728","1,988288926","2,898887673","9,013871712","3,201179138","2,860936962","3,198843789","6,869436945","8,974924849","10,25503829","7,771851868","5,822756121","3,152168727","6,008458559","4,246579733","5,748748417","1,777933721","1,401450972","4,211863272","3,890130508","4,510199143","4,643276718","3,460054293","3,046885685","2,291262366","4,094402143","3,849091681","5,01841541","4,991725989","6,510581335","7,333517329","3,551461998","5,012784031","7,396911849","6,692178418","6,093954992","5,971677251","6,160749713","3,949272754","7,781341532","11,0406662","10,56330309","8,877599349","8,751699641","7,57833141","2,313980821","1,748823585","2,135091911","1,774277784","2,195915703","1,870142002","2,565899321","1,620167157","2,170671995","2,170241605","1,966083269","2,153389299","1,654399821","1,774277784","1,774277784","2,110891221","6,171456497","7,495164251","3,68852084","4,81046707","4,83441055","2,835051209","0,925408282","1,74741692","3,48264743","5,01673074","6,660142534","3,891563923","5,664387488","65,82089285","63,94572611","53,94855782","60,23054933","92,26050191","94,45560283","85,54439717","98,13010235","24,04534539","26,05219503","25,38770063","90,43265241","118,2270011","16,61113776","20,71990851","23,23586377","7,909932032","5,446182711","5,013945988","3,241775423","3,414670112","5,835195761","7,520918981","9,855376434","1,817451342","5,705524745","10,2760588","11,70627604","9,163520471","5,905214251","8,99052384","13,35611474","11,67687327","9,555951412","9,189478784","12,41129196","14,74997922","12,56173917","109,4395142","3,660906119","3,949556282","4,326950023","3,007940215","36,00186829","73,16300794","21,52825782","19,82718356","60,29145259"
CAPTIVE,M577,M,"3,17026302","3,480501233","3,919593548","3,5118682","2,257287614","2,433494269","2,43516276","2,705384261","2,680497967","8,699356542","3,246223395","3,162566639","3,336006185","6,904760488","8,839348124","9,891472583","7,284470056","5,727849512","3,111498612","5,847381401","4,044091182","5,652063199","1,678947313","1,60335686","4,539980523","3,9764339","4,06682468","4,416571367","3,882109524","2,359343015","2,741179214","3,937170289","4,201423176","4,476175682","4,756622163","7,385389467","7,107377497","3,036149396","5,599754717","8,116476993","7,202033404","4,886342549","5,302755546","6,293351866","4,549918684","7,581727089","10,45044667","9,801341042","9,13758508","9,013392372","7,978871797","1,713051784","2,190163387","1,878176824","1,984894521","2,087619894","2,210009336","2,001705169","2,190163387","2,297858289","2,395222121","2,077380426","2,451785224","2,219179538","2,231499536","1,802588347","2,596994356","6,791776386","6,525674806","4,203268374","4,296826318","4,453885151","3,034142913","1,022186411","1,412105152","3,094927429","5,059091683","6,143182758","3,745285896","5,053879763","67,21551736","61,23155007","46,54250765","66,241975","83,38481183","84,63980213","80,49949353","99,7625538","25,69366725","24,25165304","24,2440179","95,57886751","108,5662323","17,53552708","18,67477428","21,59634184","7,751129893","6,48931805","5,047247372","2,974270773","3,154529608","5,723218003","8,517229941","9,283329988","1,892717765","6,399188633","10,04002874","11,75394384","9,594127249","6,41772717","8,563361905","14,24044794","11,20227444","8,799165659","9,526683679","13,06488005","15,50330777","12,90181439","106,6387766","3,532625251","4,222091347","4,741983307","4,666842672","35,25415812","70,7449077","19,75284824","19,88688288","57,67754514"
CAPTIVE,M577,M,"3,292716024","3,510075359","3,562879986","3,41450439","2,154357922","2,336729251","2,717044434","2,056321741","3,006309117","9,690300973","3,506339911","3,181043008","3,41961784","6,944765624","8,083462194","9,771887701","7,346997836","5,590723746","2,492738447","5,696620609","4,075267092","5,518535431","1,767847702","1,566482544","4,139348959","3,817674993","4,00965309","4,63262099","3,292716024","2,701323698","3,28674073","2,970864306","3,833945392","4,113705494","4,684661375","6,70278882","6,224829188","3,273034719","4,081138977","7,258677923","6,619993555","5,756831256","4,445105881","5,558677554","3,64824407","6,542841903","10,16893453","10,40713207","9,321177542","8,162513365","7,517443586","1,860600032","1,972288082","1,988280614","2,053132819","2,086896774","2,23399138","2,587340759","1,520131731","2,398080846","2,214351514","2,061095872","2,299512557","2,133473477","1,934834397","1,779599979","2,133473477","6,606128249","7,464963118","3,573301226","4,304477937","4,629291653","3,319161563","0,84043753","1,471275684","3,436116504","4,954048509","5,935510949","3,785554373","5,047405831","81,42759935","74,59822007","39,93682044","58,63558021","84,07085546","87,5377747","86,07666876","91,76263965","28,14736105","23,6121421","26,93922238","90,93183714","101,9373375","22,41400117","16,49325027","24,22353181","7,384064433","5,748353958","4,953866012","2,804075101","3,131217196","5,654884788","7,477533603","9,440501853","1,449525723","6,028761468","10,08438785","11,28008699","8,40313311","5,692610101","9,066991281","13,13241839","10,88955946","8,832960205","8,93070896","11,85189445","14,5272411","12,39594674","103,8691711","3,542644971","3,992573987","4,840013105","3,507699028","40,37348477","69,76957519","16,75221142","19,59702959","54,406465"
CAPTIVE,M577,M,"2,734507726","3,334060358","3,13233695","2,994920517","2,120302102","2,435808828","2,161061278","2,18914121","2,589468782","8,661009633","3,269648745","2,486329432","2,914076509","6,836907442","7,829101221","8,866477968","6,674169788","5,242620586","2,586480636","5,190352845","3,676125123","5,052843338","1,700627689","1,173903367","3,888864678","3,53507115","4,285631187","4,262409579","3,46117862","2,741279771","1,90574973","4,617136323","3,79572866","4,746887168","4,352548904","6,456042258","7,35162098","3,931856938","4,442080678","6,080686313","5,680149695","6,361582446","5,579057595","5,019241139","3,220856169","7,374284477","10,25054771","9,668734428","9,689355256","8,844925223","7,434236002","1,854115799","1,554635671","2,027750071","1,429646099","2,346872193","1,802212912","2,284704817","1,755617208","1,838164849","1,650592879","2,254429759","1,916592532","1,90574973","1,72301005","1,590698028","2,214404226","6,441836039","7,377094038","3,716254038","4,511633606","4,085850461","3,201678787","1,564505979","1,039441477","3,16601567","5,994966332","5,245595541","5,147115034","4,024108117","78,12885655","67,65072554","36,51494575","65,3561977","96,06340269","99,52002187","90,7738596","88,21357623","26,81565988","28,90071518","27,48882235","97,6353832","108,1303197","20,38259738","21,30210618","22,61471256","7,519424864","5,511131267","5,978176289","1,634657579","3,596246674","4,670450226","8,360105905","8,2666969","2,942383642","6,445221312","9,661625271","11,00810356","8,71524033","6,35764769","8,971641913","13,03055613","11,24056187","9,171223151","9,073904745","11,9564438","13,84227215","11,74151558","97,94302417","2,794258791","3,908908472","3,3450397","3,250152692","32,47426054","65,337885","17,29779251","22,4936742","52,455065"
CAPTIVE,M577,M,"2,999151943","3,614242288","3,261714115","3,120348432","2,187895163","2,378060641","2,820020487","2,330518639","3,376505799","9,320619082","3,806513118","2,91969008","3,340824445","6,288521761","7,773649159","9,216938226","7,056422851","4,644633146","3,129016014","4,682401772","4,534536453","4,517411826","1,637912097","1,399289365","4,571071088","3,981869595","4,436601962","5,302174858","3,384198308","2,644148376","2,531430464","3,181702919","4,583994077","4,709539529","5,420477056","6,483269768","6,145954195","3,506850244","4,526624635","6,942895523","7,034595398","6,72823363","5,930523565","5,737714446","3,776952763","6,911374686","10,49159129","10,78543498","9,372511918","8,843210629","7,86603492","2,006772028","1,730908132","1,826876789","1,859995076","2,0452761","2,308585005","2,300244537","2,006772028","2,031409661","2,151944445","2,216643963","2,228344058","1,807590303","1,923935104","1,797555026","2,255074048","6,613790687","7,805579892","4,081259382","4,598611711","5,264148822","3,295123701","1,079633015","1,232021407","4,188872785","5,563589519","6,942598887","4,517601933","5,849105661","74,55866448","70,5394304","49,42579043","56,01554509","92,72631099","89,24615167","82,46055486","97,88313932","30,63969038","28,69632354","34,9393102","98,55424092","116,6440487","19,79689347","19,44661504","27,3405097","6,990100405","5,991514633","5,563549302","2,853102206","4,089446496","5,94396293","7,037652109","10,65158157","1,854516434","5,611101006","10,59378958","11,5175291","8,628898296","5,414424968","9,795650908","12,98161504","12,50618841","10,36670759","8,408050195","12,18753035","14,5459254","12,76699036","109,9457321","3,273035613","4,297343132","4,596947428","3,590729226","36,03504805","71,07970605","22,54833239","21,59977388","65,02317694"
CAPTIVE,M577,M,"3,35933888","3,412927775","3,496351761","3,719712329","2,436688319","2,481720545","2,436688319","2,325169911","3,171798934","9,150266899","3,771365104","2,564740534","3,470689414","6,287188555","8,833615873","10,06264734","8,036216523","5,394224454","3,439391418","5,701778155","4,360869182","5,392714483","1,839361984","1,622271256","3,905101472","4,427217656","3,806228831","4,90829604","3,85810665","2,850081623","2,859895821","3,261396651","4,500152696","4,421186022","4,607101359","7,498198535","6,429047932","3,152324475","5,856933924","8,125334083","7,826091196","5,331901631","5,356266567","5,858419074","4,658259882","7,645512497","10,65727046","11,06608502","8,433028741","8,498435634","7,735900634","2,048798913","2,066307562","2,206817444","1,977889199","2,03573246","2,211045646","2,006021783","2,180052405","2,103425995","2,23087066","1,872546695","2,30384027","2,245178903","2,192867379","1,756361428","2,564740534","6,202365576","7,380001942","4,522376577","4,14843522","4,629315318","2,96759399","0,031576476","2,109617489","4,095562787","4,132615124","7,64533798","2,892994278","6,819200798","72,03230737","72,04545878","51,5948038","56,37288883","90,81096844","89,97079726","79,7690934","97,0197748","28,12511678","22,02722998","28,78519797","90,64358138","112,9753311","14,80724965","15,83003543","24,06531025","7,64533798","5,527372729","4,132615124","4,494218948","3,151119032","5,527372729","7,64533798","11,4220746","0,511385031","6,043949619","11,22874668","12,02071205","9,632185289","5,632583483","9,204350742","13,17271071","11,7779531","9,712195076","8,979824153","12,89053432","15,24593358","13,79037784","111,1330522","4,086833538","4,218925121","4,218925121","4,246944548","36,43726317","72,48358862","22,83449859","18,39675508","63,08507232"
