CHEETAH,Trail,Sex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10,V77+V78,V79+V80,V73+V74+V75+V76,V22+V23+V24+V25,V94+V95,V96+V97+V98,V22-25/V77-78,V22-25/V10,V94+V95/V101+V102,V22-25+V10+V68,V2+V3,V1+V2+V3+V4,V1+V2+V3,V2+V3+V4,V93/V2,V93/AR 4,V93/V2+V3,AR10-AR8,V93/AR10-AR8
Male Alvin,Alvin a,M,"1,98572682","2,50590964","2,84864597","2,25185075","1,23492898","1,58579291","1,61598791","1,68107346","1,7806759","4,25617942","1,57695834","1,32402893","1,48459731","4,56740172","5,30918373","5,71315996","4,53443119","3,65488166","1,65430208","3,62162256","2,0915374","3,55864704","0,9798471","1,13434112","2,79014334","2,30677005","2,31812816","2,69750579","2,66131981","1,24910206","1,70221572","2,43671471","2,68546329","2,18612033","3,42325642","4,87732661","4,38965251","1,97974385","2,88705237","4,07652429","4,15645849","3,60367021","3,31813529","3,38127031","2,42797429","4,12827649","5,5601336","5,63565407","5,43407627","5,20205609","4,65940153","1,14889453","1,26554709","1,30103761","0,97037627","1,37231928","1,73923886","1,37537002","1,44839611","1,69892958","1,53384425","1,83675319","1,46030778","1,25646224","1,63592216","1,3869016","1,34392766","3,91033653","3,82582012","2,54066939","2,25242715","3,10506926","2,02905118","0,87884739","0,62943405","2,13661581","3,5944558","3,61810353","2,91233832","2,93601587","86,0914557","76,7265738","38,400083","55,5084613","89,2838401","89,8243502","94,5213161","94,9303385","25,6272927","23,9204745","27,5788245","112,503641","113,909817","4,79883982","4,01873285","3,59321996","0,73282776","2,88403181","3,82961601","4,98795666","5,1534339","2,05664564","3,97145364","5,83917385","6,49370957","5,51416273","4,11220425","39,8077622","1,22048674","1,95814356","2,25851519","1,87683366","11,6887871","23,8254771","6,64142614","7,30615552","23,2775434","7,2125593268","5,8483541965","5,6739484311","8,4629785987","8,8175726741","7,2100795324","1,1733669305","1,988397987","1,2229508197","16,629494554","5,3545556094","9,5921331858","7,3402824314","7,6064063637","45,456474467","50,43571022","21,273439996","16,636117243","6,8471396179"
Male Alvin,Alvin a,M,"1,97470272","2,51290303","2,4941744","2,29101327","1,19169154","1,67868822","1,8746275","1,58441024","1,98492558","4,49716822","1,57993299","1,53598022","1,61790743","4,65397604","5,89785729","6,59579513","5,31171802","3,88112995","2,01672734","3,99930396","2,59649117","3,86600428","1,16368262","0,93601578","2,8914103","2,88357512","2,26807666","3,18029636","2,87197068","1,64970296","1,43798066","2,81191126","3,05445122","2,92503913","3,20575646","5,08465966","4,75571392","2,2496641","3,24801393","4,3725069","4,38688534","4,10654587","3,73461961","3,5122253","2,4597088","5,00327096","6,45597377","6,31909141","5,68028119","5,49672608","5,17983113","1,19649392","1,08780888","1,42288828","0,86497505","1,50648842","1,57993299","1,49682919","1,46401799","1,3406176","1,78918774","1,44336594","1,63718248","1,31033306","1,61059363","1,14048958","1,48846758","3,92172065","4,589456","3,03769718","2,57182303","3,10669121","2,24741415","0,37604472","0,9922262","2,61827659","3,17111504","4,34078862","2,57564914","3,7724154","83,7324217","66,9874964","41,7486451","54,5189332","88,0151105","96,6475626","81,1392977","94,3779475","28,7509481","19,9245297","28,4556616","103,988033","118,118215","5,16881373","3,94803863","3,16882048","1,99999325","2,33765445","3,66232531","5,45452706","5,89608401","1,61038418","4,31167377","6,63231178","7,37701004","6,20880362","4,2398029","45,9538138","1,11316503","2,10894175","2,28367493","1,75880075","13,7482628","28,766883","8,58891153","8,89216467","26,7135995","7,5119036682","6,3480645429","6,2339616515","8,8571129799","9,1168523635","7,5064681853","1,1790770184","1,9694866955","1,214532872","17,276001853","5,0070774246","9,2727934124","6,9817801462","7,2980906908","47,00468491","51,722867213","23,590251375","18,124687976","6,5169792305"
Male Alvin,Alvin a,M,"1,71744875","2,41684278","2,4979942","2,32744176","1,11482186","1,40433668","1,51992922","1,65439415","1,52946086","3,88284507","1,41692846","1,3458171","1,39279083","4,42639498","5,40288001","5,8832307","4,44986255","3,47745636","1,92542365","3,4698642","2,41336651","3,39912615","1,12086379","0,88659944","2,85271564","2,53170396","2,37551083","2,90485853","2,88403091","0,86310087","1,20574592","2,53913424","2,99274813","2,25663869","3,32177673","5,16637806","4,18596591","2,2848584","3,23710528","4,09938205","4,01951396","3,62019463","3,53312793","3,42535873","2,53760323","4,36819108","5,73352473","5,43684448","5,42172579","5,48234312","5,11186269","1,1389431","1,01922992","1,08149215","0,8558991","1,45700808","1,45626905","1,57830228","1,09999741","1,44308819","1,44402036","1,8793671","1,04401328","1,18298757","1,73739077","1,19768363","1,53209802","3,59903807","3,59903807","2,66450595","2,31433807","2,94051269","2,1005075","0,776543","0,65684612","2,17380034","3,50922197","3,64866125","2,84911645","3,03594376","77,5139476","70,7802266","46,7901054","55,695947","87,7531479","92,6031713","95,7002622","95,2726156","27,6337363","23,8135409","28,5884601","117,731019","110,224681","4,38485576","3,94405016","3,50324455","0,83521062","2,8072357","3,52644485","4,80246107","5,05766432","2,08802655","3,43364367","5,50438918","6,36994932","5,34015156","3,73178747","38,5432702","0,9414057","1,66643342","1,79776732","1,81822096","9,28326139","23,6110364","7,8046785","6,43105508","23,4592488","7,1578832219","5,8850602092","5,7076969586","8,2593050326","8,3289059177","7,1456908709","1,1538753535","2,1271271144","1,1655844156","15,741188176","4,914836984","8,9597274944","6,6322857372","7,2422787413","45,606889122","61,311983707","22,426925088","15,654570312","7,0410543798"
Male Alvin,Alvin a,M,"2,33581614","2,36106008","2,66253015","2,28350942","1,42131534","1,64554853","1,56919176","1,686328","1,8543094","4,32913246","1,46505831","1,42581745","1,39812904","4,79712296","6,12278889","6,51057855","5,1571016","3,99620612","2,12658277","4,03600916","2,47456939","3,93549808","1,05002518","1,25595375","2,7710657","2,68458443","2,52781285","3,06419324","2,44716782","2,07236928","2,03444689","2,3456731","2,70444541","2,60952707","3,5504915","4,65431409","4,64714809","2,57721326","3,59577571","4,5958202","4,2329446","4,09556232","3,88118257","3,69943834","2,38789492","4,42923785","5,79247244","5,79744932","5,52152888","5,47999223","4,71682395","1,31668222","1,43790277","1,59832828","1,11649592","1,615677","1,28614916","1,66740888","1,12421867","1,68727789","1,32541492","1,70672787","1,43299142","1,21780854","1,77754579","1,37011501","1,32154085","3,46978797","3,94964102","2,77013243","2,58069673","3,47000784","2,04897558","0,71050667","0,87886404","2,43757793","3,56965226","4,10130259","2,93669416","3,46833706","76,7812068","76,4980193","49,4816337","53,7371595","94,1123469","94,0657379","93,0317569","94,0528059","24,8745973","22,8184169","27,4445065","114,97292","118,976389","5,21512302","4,05058099","3,5695745","1,26580656","2,83540669","3,99994873","5,26575529","5,54423273","2,12655502","4,27842617","6,3492534","7,20020324","6,28839653","4,37969069","45,2537669","1,64200245","1,84164482","2,03135315","1,88618782","12,9399022","27,8477078","9,14285165","6,36740606","27,0946427","7,6709548503","6,4050312214","6,075924226","9,0125427017","9,2657040135","7,6707877489","1,1748918978","2,0818357474","1,2079207921","16,811463129","5,0235902297","9,6429157847","7,3594063652","7,3070996492","50,391089262","58,570017573","23,683537871","17,951791013","6,6275498286"
Male Alvin,Alvin a,M,"2,21115279","2,52645285","2,65997834","2,67089058","1,50207613","1,78966717","1,71557958","1,88686229","2,11265151","4,21397885","1,58965666","1,17245628","1,18421053","5,09874788","5,99226186","6,31606359","4,52149376","3,75551895","2,23674291","3,60917919","2,7068844","3,57894737","1,12764867","1,32527647","2,88918012","2,80012861","2,68897925","3,31620716","2,82315809","1,33174536","1,67617326","2,62789215","3,03180281","2,59193828","3,54511876","5,47064693","4,62798904","2,39271266","3,27617754","4,41438276","4,3986012","4,28602093","3,69113789","3,35031578","2,28600173","4,36001093","5,75474031","5,44278984","6,22622903","6,14866605","5,51759964","1,24214987","1,44521371","1,47227376","1,19613876","1,47954661","1,66435666","1,58442034","1,46850594","1,41641544","1,65977337","1,6948676","1,56948922","1,32235206","2,04384083","1,58878514","1,57411541","4,3567536","3,98282323","2,95787426","2,63979331","3,49233253","2,49357264","1,13800631","0,46616541","2,29699248","4,37028565","3,73843712","3,5871467","3,03324905","76,3865959","76,9594505","49,5739213","54,0394828","88,6360725","89,4031905","92,2679545","95,6544208","27,7789847","25,0603412","30,2491364","130,72063","107,25437","4,76315789","4,34210526","4,36842105","0,71052632","3,02631579","4,10526316",5,"5,31578947","2,78947368","4,31578947","5,74588857","6,87774121","5,89949291","4,28656666","46,8036704","1,6599723","2,26004155","2,28012465","2,4484072","12,8954294","28,1000693","10,1218837","8,61668975","29,5889889","8,108722775","6,6203957502","6,3947368421","8,9210526316","9,1052631579","8,1052631579","1,1001797545","2,1170140986","1,1233766234","17,49178508","5,1864311863","10,068474563","7,3975839797","7,8573217699","42,452551819","47,038818793","20,679802076","19,467105263","5,5095181827"
Male Alvin,Alvin a,M,"1,88023388","2,47212829","2,42291245","2,2565257","1,3850203","1,61537199","1,64049862","1,63963859","1,67099598","3,93036968","1,3809407","1,2846346","1,26248406","4,51929784","5,53626088","6,08894886","4,53182714","3,56803187","1,96822901","3,51307783","2,57587103","3,45614381","0,98564888","1,07558266","2,89115199","2,44839311","2,54632883","3,13124158","2,70115513","1,06756017","1,72482709","2,14894857","2,82659535","2,65108353","3,25440765","4,85146848","3,91778901","2,10312139","2,98811395","4,29684124","4,01611725","3,63284059","3,49471798","3,61839461","2,3753955","3,93252232","5,48943906","5,35489673","5,36547512","5,43988132","5,06566488","1,1928593","1,21116511","1,19049204","1,07964714","1,44483263","1,6869578","1,6146733","1,19356856","1,5490462","1,48754624","1,42596567","1,39738951","1,32697751","1,60151642","1,44658879","1,22598114","3,73608309","3,47288224","2,49693035","2,64747827","3,32426506","2,02529389","0,87258411","0,64411523","2,30126896","3,58668822","3,65794693","2,7844673","2,95105936","74,8336374","61,7625545","47,3298067","57,8365559","86,6114237","92,4355066","89,6712031","89,7670916","25,7271999","24,7202201","29,971414","125,303645","109,858732","4,5368043","3,96673465","3,58668822","1,1401393","2,51780762","3,96673465","4,5368043","5,03561525","2,2090199","3,70545273","5,58698352","6,57234689","5,46321912","3,87368981","39,2861173","1,30104603","1,99388407","1,98626736","1,84916668","10,433193","24,1881157","8,36455242","6,36587265","24,372045","7,2446351447","5,7355266647","5,8432621981","8,4085273483","8,5035389568","7,2446351447","1,1606557377","2,139373146","1,1737704918","16,074980122","4,8950407396","9,0318003217","6,7752746209","7,1515664404","44,438928341","55,309136122","22,442863669","16,007492581","6,8629569194"
Male Alvin,Alvin b,M,"2,16672696","2,58991728","2,66045935","2,33128654","1,35267042","1,5808368","1,67470707","1,51045423","1,72341998","4,13269967","1,36793232","1,38841931","1,56163386","4,62956604","5,40069627","5,72343883","4,34831192","3,56181835","1,83887792","3,47322944","2,25020939","3,43727286","1,08153858","1,17226713","2,63824096","2,44714485","2,28426739","2,88910768","2,7392015","0,97411823","1,46901821","2,46551376","2,77174999","2,29984665","3,26309544","5,04468514","4,55396982","2,33978482","3,01383935","3,90005737","3,83339612","3,95001237","3,59173678","3,3473973","2,16793191","4,10413421","5,37783961","5,30387988","5,73503453","5,58216406","5,01618107","1,29217677","1,24326575","1,55737388","0,98850442","1,54021616","1,52939483","1,64317054","1,35185161","1,44220454","1,62061032","1,65207485","1,57926008","1,18162264","1,57011914","1,44469755","1,36001751","3,98421557","3,73884062","2,65717171","2,29341513","3,12290347","2,16734988","0,9621315","0,47120631","2,16414643","3,83533147","3,45885721","3,22553265","2,73110794","83,0964661","75,917824","44,5010364","52,4024976","92,0218427","91,614855","91,5596124","92,7814328","26,8572438","23,4680826","29,5069572","121,786027","106,715686","4,58818449","3,83525165","3,83525165","0,68234539","2,77643985","3,78819335","4,63524279","4,823476","2,47056088","3,67054759","5,35002403","6,14944169","5,29489555","3,92492761","40,1256166","1,41173344","2,03455702","2,22638668","1,74833498","10,7875812","23,563492","7,40412669","7,37229349","24,5863067","7,2941886825","5,956640596","5,7648341243","8,3293195375","8,4234361424","7,2940368831","1,141911719","2,0154669358","1,1548387097","16,446234778","5,2503766304","9,7483901338","7,4171035912","7,5816631729","41,204283722","47,932233582","20,325339305","17,182180049","6,2108350737"
Male Alvin,Alvin b,M,"1,96761176","2,45337559","2,72473644","2,17339367","1,4067245","1,49987944","1,659532","1,47861908","1,73668553","4,0643351","1,48506591","1,44934767","1,36796647","4,53113198","5,2100566","5,57431243","4,46333854","3,53119324","1,67886336","3,43462915","2,13968328","3,38950351","1,04172391","1,03441096","2,75863824","2,2318833","2,42022034","2,90790862","2,90443357","0,85782755","1,77938138","2,22759886","2,68243511","2,24784685","3,46180009","4,99474299","4,13134256","2,29234192","2,76764039","4,07621729","4,14157127","3,86256405","3,36852739","3,50233431","2,48182495","3,71817454","5,14701835","5,43327067","5,59235145","5,46972052","4,92657001","1,25234175","1,13431803","1,45873352","0,96050228","1,18998101","1,83912289","1,65360037","1,12756033","1,52943301","1,56192517","1,76644921","1,53068174","1,25734461","1,47121668","1,29034239","1,2462242","3,83525407","3,41680211","2,28260908","2,42324634","3,18013943","2,01584265","1,04527917","0,503925","2,34689074","3,80935922","3,48217499","3,20501834","2,80731534","87,2278432","78,4634935","41,5935562","51,1786005","93,1798301","89,6398709","95,0003545","89,6738093","25,2762247","25,6518411","31,2545977","127,237242","104,347655","4,67288444","3,87849409","3,80840082","0,53738171","2,9439172","3,71494313","4,8364354","4,92989309","2,35980664","3,62148544","5,71244594","6,26536924","5,30454719","4,00684514","39,1664165","1,33307858","1,83557606","2,25455141","1,60247837","10,1512133","23,4306848","6,99675192","6,32448072","23,498376","7,2915342044","6,0123336763","5,9119375685","8,2242766173","8,5513785282","7,289699729","1,1279212833","2,0235232635","1,1730769231","16,123865784","5,1781120275","9,319117453","7,145723785","7,3515056954","42,532279006","46,283111835","20,151679702","16,501624041","6,3234779059"
Male Alvin,Alvin b,M,"1,92243171","2,41728575","2,53479476","2,22786554","1,23271984","1,61517592","1,54630737","1,6406839","1,82648448","4,03882563","1,42624476","1,35212112","1,16170965","4,69596965","5,34109146","5,43601298","4,34381383","3,34788708","1,99320437","3,21402212","2,22199086","3,18928005","1,10625931","0,98106174","2,65909201","2,63114535","2,3216072","3,16693234","2,82133546","0,82876379","1,4982009","2,52403502","3,13012857","2,29498754","3,41855829","4,95823017","4,33734982","2,70639247","3,18847746","4,10186877","4,40679333","4,28234379","3,64084159","3,37269413","2,63260082","4,16084673","5,29614547","5,64267092","5,82759708","5,620001","4,90085766","1,22861609","1,06467178","1,15662662","1,11361788","1,32423502","1,74107447","1,68921736","1,11008498","1,33688723","1,53611262","1,73946221","1,34379517","1,37720442","1,53172267","1,23544811","1,39360873","3,67662591","3,60075062","2,6276874","2,34160421","3,16841651","2,42814011","1,05430435","0,36417371","2,54970839","4,17111376","3,64972454","3,6066313","2,98970753","89,6913181","82,7877755","42,3876153","47,9210666","92,895701","87,6787221","88,8279474","92,4645618","29,5078151","24,8602168","35,6209349","125,150462","112,047798","4,4534636","3,76649315","4,16919996","0,63959318","3,00845679","3,52960679","4,69034996","5,0456795","2,77157043","3,41116361","5,55689156","6,0313054","5,36117328","4,01793069","41,2401448","1,17897927","1,95028198","1,95308774","1,8147639","9,38834488","24,4586291","8,47394854","6,34999018","25,7386156","7,8208382946","6,5963388315","6,39632656","7,9356931116","8,2199567455","7,8172499309","1,0146857425","1,9648516282","1,0515151515","15,651144648","4,9520805093","9,1023777561","6,8745122158","7,1799460497","46,352731945","57,369567314","22,626408866","17,264667097","6,4900063067"
Male Alvin,Alvin b,M,"1,93639356","2,65789498","2,80216522","2,31590096","1,28559984","1,54326801","1,61052991","1,73782909","1,76012198","4,11438209","1,5290718","1,44164818","1,3524836","4,85342444","5,58708811","6,02468017","4,83534958","3,54833452","2,03875359","3,49960648","2,52507369","3,43196191","1,14189983","0,97801265","3,16274977","2,81756992","2,64680765","3,33050152","2,86651616","1,16136963","1,63395332","2,70411198","3,39340236","2,43293357","3,66094872","4,98275532","4,43955244","2,56593553","3,07981485","4,30514479","4,49593541","4,19508724","3,55161638","3,55980517","2,77594184","4,39955397","5,86798052","6,02188244","5,95916859","5,60963416","5,02915726","1,10658983","1,22883074","1,09367492","1,21340717","1,31908989","1,81210543","1,69996","1,33700367","1,56558763","1,62116328","1,87395751","1,39860417","1,50971705","1,52192403","1,26068476","1,50621117","3,85096939","3,87901038","2,90171126","2,58397907","3,31348728","2,5304633","0,91427974","0,67196981","2,72135915","4,01543943","4,09265942","3,27119101","3,29694842","87,5540884","73,4496401","37,5677523","54,8781594","84,4524445","84,7908594","90,310238","87,6705923","30,2831728","26,0016198","33,4990102","120,937248","117,393457","4,80718206","4,34445865","4,01026953","1,13110166","2,95628843","3,93314896","5,21849175","5,55268088","2,54497874","4,06168324","6,21882798","6,86969732","5,83551292","4,33440766","45,6609085","1,23676663","2,04795073","2,23001282","2,00433513","11,4414956","27,8816035","9,64829965","7,38425345","28,2999167","8,1080988504","6,5681394209","6,8380719991","8,7146241612","9,151640712","8,0976596188","1,0748048737","2,1180882008","1,1301587302","16,679975642","5,4600601917","9,7123547113","7,3964537508","7,7759611522","44,167831294","52,642503143","21,50039611","18,651617081","6,2940095967"
Male Alvin,Alvin b,M,"2,05","2,77781389","2,82776413","2,3782872","1,25224798","1,541509","1,55984775","1,73078739","2,00997512","4,26064842","1,41796509","1,47838594","1,35830777","4,8519326","5,53652644","6,04529776","4,83767765","3,76050899","1,77601745","3,71439193","2,33090583","3,63759766","1,22337009","0,98702076","2,90201149","2,49311552","2,68723836","3,01268153","3,01050245","1,10707949","1,88977512","2,37342053","3,11578642","2,45586034","3,51798948","5,29982311","4,33048785","2,19875675","2,85065797","4,46786805","4,74809168","4,01864794","3,36574666","3,57145116","2,80278331","3,99155358","5,6657965","5,87728679","5,84861095","5,58508057","5,08066187","1,17924764","1,22193494","1,15812348","1,24348301","1,46308749","1,8050277","1,87366619","1,23516193","1,6883794","1,47584721","1,74928557","1,53500814","1,48870749","1,66508258","1,10255385","1,62114928","4,22522189","3,79119045","2,57190855","2,66726924","3,17143054","2,25713142","0,96789318","0,73731758","2,43770664","3,85722449","3,90731832","3,22963621","3,30474402","87,1811646","77,3893377","41,2915718","51,5272635","89,7761895","87,197042","92,3097484","93,236598","26,7433044","26,3640897","29,5694634","123,801222","107,487855","4,85","4,125","3,85","1,075","2,825","3,65","5,325","5,3","2,45","4,025","5,99551916","6,67701281","5,57505605","4,26064842","44,8728125","1,28125","2,13","2,1784375","1,9984375","12,3046875","26,6390625","8,1384375","7,835","27,285","7,7645428069","6,5343802307","6,4000488279","8,75","8,975","7,75","1,1269176071","2,0536780151","1,1580645161","17,235870312","5,6055780231","10,033865222","7,6555780231","7,9838652219","38,695124799","49,341720884","19,175159929","19,1465625","5,6139505506"
Male Alvin,Alvin b,M,"2,20210663","2,65290103","2,78498913","2,3522505","1,26036454","1,58898916","1,57050803","1,75317484","1,52482477","3,92774803","1,3430532","1,40675696","1,35374875","4,90315655","5,6803475","6,0875228","4,76814798","3,77895572","1,90139178","3,73392784","2,35359496","3,6740369","1,07228239","1,19369702","2,83933039","2,66348726","2,46042224","3,0293974","2,65727296","1,43546924","1,61533507","2,71761224","2,99530041","2,43816201","3,56257905","4,93212575","4,79316467","2,32779561","2,91512147","4,40062243","4,36205201","3,67862603","3,08956777","3,55806856","2,83738538","4,39125567","5,76004278","5,71781221","5,57786664","5,24639978","4,72687865","1,16975257","1,40149616","1,51208389","1,00265222","1,53012131","1,64788863","1,88766069","1,11431137","1,71011068","1,40149616","1,61119234","1,67855458","1,12780345","1,81003647","1,35556639","1,52482477","3,71568628","3,77541454","2,78066377","2,56913709","3,49725108","2,36252231","0,89992258","0,6507638","2,37296561","3,90038951","4,00652256","3,21032289","3,31644927","86,1905774","78,8700816","40,8592199","52,9502028","88,377893","88,6124843","89,7582471","97,3667693","27,9340626","23,8135972","29,3197793","115,33095","123,901576","4,85383821","4,13769814","3,89898479","1,06094824","2,94413137","3,92550849","5,06602785","5,33126491","2,57279949","4,21726926","5,84154142","6,64978457","5,7291819","4,32954311","44,332196","1,37711492","2,05072285","2,17911288","1,96559851","11,4847515","25,8640825","8,34183404","7,00481902","27,5317458","7,9069120713","6,5267721572","6,2861742894","8,7793467006","8,9915363489","7,9040644011","1,1103382232","2,2352112777","1,1375838926","16,422781014","5,4378901601","9,9922472947","7,6399967944","7,7901406603","46,70418338","56,858723223","22,784861837","19,18991171","6,4565995851"
Male Alvin,Alvin b,M,"1,9214693","2,36623592","2,46707247","2,44277115","1,31083189","1,5612638","1,53535885","1,52809735","1,76723063","4,33597068","1,62307787","1,32642388","1,37606183","4,77705961","5,62688108","6,01080059","4,60285571","3,80043775","1,82644333","3,77697192","2,23382867","3,7284198","0,95994073","1,23431531","2,48947575","2,60722492","2,0980637","2,80597309","2,8337036","1,26902493","1,45603698","2,73295172","2,86693183","2,29846028","2,85892626","5,25077893","4,62302198","2,48440903","3,20662596","4,26012653","3,84599277","4,10550572","3,77020031","3,79847845","2,26825318","4,62265743","5,88322405","5,70451495","5,67988251","5,48129778","5,0521394","1,22055742","1,20471438","1,27723192","0,95077219","1,4728384","1,4977997","1,53338185","1,17554433","1,48695903","1,30464625","1,49103351","1,54236765","1,42041562","1,47626707","1,62660428","1,23674262","3,68662433","4,06599264","2,71857201","2,24563459","2,99055092","2,24881704","0,78918937","0,55474472","2,09377369","3,79088161","3,42737242","3,07979254","2,7665933","84,7979235","77,4839701","41,6595117","53,5425648","89,9893956","92,3601329","88,0091266","93,2214728","27,5026306","20,4290728","26,6793005","111,93097","111,042644","4,85516156","3,76469747","3,7906609","0,93468351","2,49248936","3,68680718","4,93305186","5,03690558","2,18092819","3,66084375","5,82327978","6,63897669","5,72898265","4,14805929","40,7210171","1,24472517","1,83355129","1,89186092","1,85107789","11,3306055","25,3003114","7,13601985","7,28128834","23,14117","7,2182540263","5,8463858328","5,6865248191","8,4121515848","8,6198590313","7,2178337672","1,1653997704","1,9400849785","1,1942446043","16,434746596","4,8333083877","9,1975488398","6,7547776887","7,2760795388","46,927967959","58,694929619","22,974458616","16,005150122","6,937932021"
Male Alvin,Alvin c,M,"2,06167153","2,80826823","2,93877163","2,25082351","1,34362558","1,5981272","1,81897359","1,67478306","1,76715086","4,13178521","1,43580195","1,48667462","1,4028336","4,68756354","5,64259229","5,8841457","4,73679165","3,73523715","1,90735514","3,67108205","2,21306365","3,63256107","1,0286673","1,11919059","2,97894817","2,48180583","2,18984178","3,09690395","2,89932172","1,27259064","1,65945519","2,51751901","3,12251627","2,28883699","3,68552776","5,09309999","4,53257695","2,1834536","3,41188847","4,35838732","4,48384063","3,72040576","3,71130279","3,63415069","2,76099953","4,34017918","5,50192069","5,75256108","5,58025828","5,57645086","4,98795549","1,19540709","1,29456691","1,38377895","1,05123771","1,61342063","1,85778514","1,5981272","1,44133848","1,4009398","1,94726888","1,55134258","1,95288479","1,37608322","1,56836275","1,29123006","1,38089808","3,906874","3,67470651","2,81042364","2,24658527","3,35819687","2,09295897","0,86976814","0,53041821","2,50959744","3,68485913","3,86523684","3,01550319","3,24746497","86,6335393","72,0311151","48,3664607",45,"91,4320962","89,4743654","87,9904462","95,2538028","25,7355743","21,7726962","31,6177815","117,97712","113,097964","4,81765192","4,17358081","3,68408676","0,95322525","2,91120143","4,01900374","4,97222899","5,28138312","2,26713032","3,83866383","5,89901634","6,46483151","5,72027979","4,1621149","43,6289118","1,37789135","2,2420602","2,54737331","1,87402516","11,325789","25,4661003","7,79444463","7,03348488","26,4663326","7,5500959702","6,262968161","6,0027427663","8,7593671268","8,9912327272","7,5485134357","1,1601663292","2,11999576","1,1911262799","16,798026333","5,7470398599","10,059534902","7,8087113896","7,9978633724","40,273205734","44,397875832","19,679342191","18,671887963","6,0571252468"
Male Alvin,Alvin c,M,"1,79360684","2,69041026","3,08433389","2,3385772","1,21978453","1,53749637","1,66425215","1,62893443","1,84880761","4,1077121","1,36166085","1,53749637","1,3488793","3,99021322","5,06637459","5,53883279","4,76787329","3,29245751","1,77391708","3,37766954","2,16116325","3,25353979","1,00649354","1,00905653","3,16280684","2,32823709","2,290059","2,88460745","2,80578555","1,25478545","1,20549965","2,40122875","3,19400732","2,21856913","3,50212931","5,04330418","4,17923124","1,90955794","3,09649615","4,37702591","4,39906731","3,58469567","3,47172575","3,65092122","2,61685864","4,21710379","5,50252467","5,76583603","5,28628562","5,30322795","4,70754448","1,22887998","1,0100338","1,26827156","0,78654863","1,52720119","1,64875303","1,7234212","1,30410617","1,81588852","1,57957296","1,93752969","1,66944831","1,52720119","1,48113602","1,46834115","1,2349064","3,84597348","3,74862839","2,69928575","2,29946432","3,24131656","1,804703","0,53343118","0,87976863","2,57768511","3,05952444","4,15398847","2,44979853","3,52471013","84,9689916","70,1920597","49,8305256","45,2004828","92,6880329","86,3283727","89,9702555","91,7106724","26,5462317","24,4207469","31,3824806","113,265949","114,768855","4,47711329","4,20351192","3,05936075","1,41775254","2,73601368","4,12889337","4,55173185","5,49695648","1,71640699","3,50707208","5,94507984","6,22914735","5,24935037","3,59763251","40,0739297","1,02944816","2,05642168","2,52814897","1,89495174","10,3414996","23,2300173","7,16468696","7,02332343","24,6105543","7,2135129182","5,9745086638","5,795587925","8,4318967","8,6806252163","7,2131269705","1,1689029736","2,0526990443","1,2034088189","16,385582278","5,7747441501","9,9069281902","7,5683509879","8,1133213523","42,658495795","45,396397067","19,874275231","17,44586736","6,5785697128"
Male Alvin,Alvin c,M,"2,00780321","2,63058125","2,84137238","2,57811665","1,12094144","1,53835982","1,80787639","1,58866892","2,09894785","4,32464257","1,59335716","1,40834206","1,35509438","4,51068013","5,40841719","5,8018948","4,58781684","3,62240892","1,78600827","3,61351086","2,18838394","3,55485301","1,08965997","1,19784569","2,69884461","2,46737418","2,11952311","2,84423474","2,71868233","1,25020341","1,51504158","2,56466758","3,03790562","2,24279009","2,98476294","5,24450973","4,55555618","2,26612243","3,15723445","4,25893735","4,06047589","4,05756829","3,49058559","3,33496242","2,01003922","4,40334457","5,66391985","5,67181599","5,55732209","5,39133886","4,88350233","1,1844738","1,15343923","1,21164157","1,0481","1,52596777","1,70459272","1,59101476","1,30513379","1,41146824","1,81685597","1,56241524","1,91391438","1,42295156","1,63453162","1,57322793","1,43008181","3,85536491","4,29861419","2,67292181","2,20534953","2,96479632","2,08008804","0,68020792","0,66495638","2,25158275","3,41239447","3,69893141","2,87710086","2,95556725","85,5443972","74,5066231","40,4860115","53,9695913","93,2365539","89,1284012","87,6364172","90,3159027","26,9069201","21,4268695","28,8686016","111,053384","110,615393","4,86952749","3,98415885","3,41127326","1,19785168","2,49986438","3,80187707","5,05180926","5,26013129","1,84885803","4,06227961","5,90878552","6,56514","5,65121509","4,06069352","41,111194","1,1198736","2,02241781","2,4892861","2,04716828","12,1582402","24,4378594","7,01760334","8,07475317","24,2605376","7,111325885","5,8326681167","5,676835082","8,5412032893","8,8536863365","7,1089893231","1,2010704371","1,9750079111","1,2454212454","16,721210766","5,4719536219","10,057873485","7,4797568327","8,0500702741","42,049791578","44,436592887","20,2149727","17,242934252","6,4151142415"
