MOUNTAIN LION,Cougar-RCV,Track,trail,Trail-RCV,AGE,LRFH,QUAL,Sex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10,V77+V78,V79+V80,V73+V74+V75+V76,V22+V23+V24+V25,V94+V95,V96+V97+V98,V22-25/V77-78,V22-25/V10,V94+V95/V101+V102,V22-25+V10+V68,V2+V3,V1+V2+V3+V4,V1+V2+V3,V2+V3+V4,V93/V2,V93/AR 4,V93/V2+V3,AR10-AR8,V93/AR10-AR8,93/94+95
Female Twin 12,Female Twin 12,12q,12C,12C,1,,,F,"2,33250148","2,47874223","2,8145374","2,42824004","1,53387251","1,51142819","1,33950403","1,49721439","1,52957728","4,40134532","1,44352075","1,30509002","1,60593068","4,03589252","4,88787557","5,13259294","3,83376375","3,11207914","1,77579643","3,0360957","2,09649724","8,64728216","3,99810726","3,47569276","15,3494066","2,21284649","2,11210936","2,61926624","2,03355347","1,34236608","1,39772381","2,26613444","2,4641008","2,10404702","3,03377938","4,46114615","4,58219562","1,89086725","2,55652409","3,75613782","3,72091643","3,31850514","3,07272451","3,27773295","2,30203407","4,0763081","5,30757114","5,20893503","5,18135572","5,02343799","4,2814575","1,37863462","1,42106404","1,62448651","1,15297306","1,18255131","1,750962","1,65811319","1,24488845","1,36330488","1,6869597","1,63446826","1,55434793","1,26642892","1,59129775","1,29961733","1,52239162","3,76527068","3,65478213","2,22183281","2,16958381","2,75471624","1,87322238","8,93599943","7,6462921","1,92266119","15,3342353","8,60437659","17,8190094","12,4466528","77,0302984","76,8470627","46,6312374","56,3384642","89,9611602","84,6762219","87,3157225","96,8061348","26,583092","24,1770091","29,7108233","105,945396","112,823666","4,45454582","3,70893514","3,44128003","0,97502934","2,31330491","3,65158048","4,51190048","4,70308271","2,02653157","3,38392536","35,7828965","7,95238679","1,86956538","1,87614449","1,77563022","10,195619","20,4449675","7,78267429","6,61164577","22,1358003","23,93861189","30,2656622","20,3781751","31,47048878","8,16348096","6,72961428","1,3146329839","7,1501976082","1,213068182","39,63710478","5,29327963","10,05402115","7,62578111","7,72151967","45,516498099","60,135915225","21,31451083","14,35312601","7,8605640278","13,82053398"
Female Twin 12,Female Twin 12,12t,12C,12C,1,,,F,"2,03518599","2,41095905","2,94407076","2,26444","1,43815116","1,47630645","1,51886672","1,58258092","1,5364939","4,17376895","1,4726275","1,32411146","1,46312487","3,75672211","4,86021567","5,00026153","4,21795561","3,03881592","1,82139976","3,07019513","1,9300664","7,32054314","2,68194447","3,96043653","12,8066531","2,26366988","2,05054897","2,61672512","2,07869912","1,26775294","1,43491451","1,90203687","2,66579505","2,0418385","3,01365863","4,25513304","3,91733093","1,70532894","2,52009069","3,60092707","3,8364118","3,13900259","3,02780388","3,10683168","2,39556776","3,87271572","4,97505294","5,40993745","4,7484364","4,72303225","3,86730928","1,20989095","1,10301159","1,25762671","1,44862035","1,13042194","1,78029472","1,52535791","1,24072215","1,3913182","1,87505771","1,71104419","1,64335595","1,23273307","1,53989449","1,36488947","1,3820976","3,48497277","3,52845133","2,15856681","2,07649675","2,75139474","1,71985558","7,24176945","5,9738286","2,26844426","11,8460697","5,33016151","14,8342325","9,68704158","81,8698976","68,9601082","46,2552843","51,874818","84,1479565","80,217712","84,1553667","92,3526331","26,7444907","23,9508023","31,5502677","101,447884","120,135528","4,29113074","3,73997633","2,77545612","1,33851784","2,40145849","3,66123999","4,36986708","5,19659869","1,31883376","3,32661052","33,6823731","6,38939023","1,75811445","2,21009032","1,77768134","9,74838137","19,5252413","6,92732529","5,81466083","20,8656704","17,17623121","24,52127408","17,20389789","26,76957724","8,03110707","6,51543245","1,5585245047","6,4137659657","1,2326283991","34,42831896","5,35502981","9,6546558","7,3902158","7,61946981","49,828937576","54,357745886","22,434147383","13,93834511","8,6190668298","14,95877554"
Female White spots 9,Female White spots 9,9a,9A,9A,,,,F,"2,48141742","2,16888314","1,91155802","2,12171845","1,45901207","1,66207701","1,69259117","1,60289013","1,4676696","4,4265782","1,51133108","1,32351396","1,41421356","3,73121421","4,91722016","5,80193933","3,80229305","2,8088906","2,10832956","2,90617924","2,89576009","7,46713435","3,08912318","1,0655369","11,0399139","2,70990426","2,57567887","2,90066395","1,86585608","1,24986486","2,07462142","1,25202539","2,459194","2,51246891","2,78072516","3,95797177","3,73162163","1,98370844","1,80844209","3,30960304","3,21066456","3,35325099","2,0760835","2,11734344","1,91539592","3,74098014","5,7968421","5,20865314","4,76757063","4,68699322","4,51671071","1,39980694","1,32364158","1,08069672","1,9487522","1,13080335","1,59824651","1,36386771","1,36386771","1,18450012","1,29773712","1,31326393","1,31326393","1,33659511","1,31429253","1,12255741","1,54055536","3,83176623","4,49879864","2,29724535","2,57014814","2,6788784","2,05963329","7,36686409","6,06927859","1,73626538","12,8093331","6,26499372","13,2267266","7,96531683","57,3522172","66,466898","45,1328533","77,5149295","87,9213027","88,3457081","88,3457081","96,6240326","33,0489453","26,1751455","25,8512602","108,604337","111,801409","4,33776627","3,51064982","3,12466214","1,56233107","1,85641692","3,40036763","4,44804846","4,88917724","1,6542329","4,88917724","33,9689189","7,75574671","1,77398649","1,61621622","1,67989865","13,5925676","21,210473","10,669488","8,61013514","21,7959459","19,07432682","21,19204343","17,23204135","22,66170833","7,84841609","6,54341013","1,1880738201","5,1194641337","1,1994382015","30,92005276","4,08044116","8,68357703","6,56185858","6,20215961","51,547917423","69,174784671","27,399343506","11,1264579","10,048248059","14,245091967"
Female White spots 9,Female White spots 9,9e,9A,9A,,,,F,"1,61167079","1,55913384","1,72189667","1,85592515","1,21036482","1,2980905","1,56155025","1,55737409","1,42929595","4,11834434","1,55042568","1,20809716","1,39654575","3,96941803","5,43049151","6,00360253","4,20413395","3,26326237","2,16722914","3,3508413","2,65276124","8,67776615","6,37009494","0,05995325","13,8774405","2,68164803","2,28750295","2,79952684","2,07033623","1,24471021","1,37963076","2,4441216","2,60422219","2,41619431","2,75129971","3,84279274","4,05459682","1,91127265","2,05027176","3,15396969","3,20089555","3,32922927","2,37342937","2,16784255","1,8281204","4,89469004","6,37251049","5,63034081","4,37093878","4,61773636","4,37493634","0,94584351","1,0479614","0,99803745","1,03744208","1,05253055","0,92569739","0,99631877","1,08902308","1,06047918","1,22933171","1,06241672","1,28121334","1,15678843","1,29769436","0,77780618","1,55737409","3,48140991","5,07059141","2,71532619","2,34316013","2,59216681","1,8807396","8,46909276","7,18359211","1,81525039","16,9346452","10,5575375","16,2412463","11,063891","60,4854946","64,1385759","41,3578265","78,1566789","90,6971731","92,8078559","89,338299","95,2819338","28,0287553","22,3636214","24,6477027","90,1778538","128,101188","4,22118008","3,6472477","2,98074559","1,40706003","1,94396451","2,88817585","4,98025194","4,86916825","1,46260187","4,9247101","31,6597771","4,72841033","1,011846","1,32547713","1,33987331","12,5493583","21,8252989","9,71095344","8,6445651","18,3033756","27,4921827","27,3051373","19,34867486","28,98525484","7,86842778","6,33177013","1,0543089705","7,0380843482","1,2426900584","36,58500909","3,28103051","6,74862645","4,8927013","5,13695566","82,161764894","96,645340082","39,042973727","8,59242216","14,908623624","16,280404622"
Female White spots 9,Female White spots 9,9h,9A,9A,,,,F,"1,82646981","1,41539007","1,63883667","1,69500591","1,36054918","1,17849087","1,47125125","1,59606445","1,36639885","4,24580269","1,66111477","1,22012803","1,40666553","3,90141899","5,9222459","6,3512561","4,45873996","3,42338136","2,49886454","3,6586884","2,69256771","8,2152034","2,415136","1,13343274","10,9708898","3,1963086","2,12322802","2,5924659","2,38193488","1,14687578","1,62609115","2,17717497","2,84726991","2,10188851","2,5528366","3,98526954","3,97991455","1,51030319","2,83460685","3,91721391","3,3096452","2,7386147","2,50654373","2,82864264","1,97464318","5,26708049","6,58385061","5,70576413","4,24535346","4,92577637","4,67347669","1,05883384","1,16249251","1,12858799","1,2041069","0,99186971","0,92173908","0,92455643","0,84642819","1,11933206","1,15995415","1,08487794","1,04432407","1,09363288","1,26656585","1,0534161","1,23031717","3,36521723","4,44612262","3,0245427","2,10849099","2,54256592","1,94255626","7,39825195","6,17544966","1,56476126","12,1260056","6,01698689","12,4826725","7,78901962","52,2745398","58,0076556","42,8888954","84,8365648","87,2115556","88,7950131","90,1999218","91,7101838","29,8549558","19,5207889","19,1658121","90,7161599","120,555964","4,39477823","3,31470561","2,49534018","2,17876717","1,43388951","3,20297396","4,50650988","5,27000948","0,83798737","4,35753434","31,1559802","5,29329956","0,83122378","1,20556923","1,33734438","11,9308527","22,5512363","8,67482287","7,48101398","17,1937095","18,14299249","20,27169212","17,08101913","22,73466194","7,70948384","6,10799686","1,2530822549","5,3546204569","1,2621951238","30,34568186","3,05422674","6,57570246","4,88069655","4,74923265","85,1750811","99,999204525","39,471844844","8,51888663","14,151610326","15,637358674"
Female White spots 9,Female White spots 9,9k,9A,9A,,,,F,"1,82512473","1,73078054","1,61233018","1,74533843","1,29855388","1,30018797","1,34210784","1,4259731","1,38761148","4,38510852","1,59011904","1,25489829","1,45045564","3,87745113","4,8889125","5,66260915","3,86098823","2,99382535","1,89508715","3,02640725","2,6362019","9,58472998","3,66939301","1,29943261","14,0019307","2,43275627","2,44530662","2,79460125","1,75715972","1,21331953","1,80523921","1,69315937","2,34852862","2,59165164","2,6837542","3,47670931","3,51784206","1,76138533","2,12124301","3,62679315","3,40125781","3,09252379","2,32703253","2,64314116","2,05264074","3,88547427","5,78184286","5,32491332","4,67065135","4,47517352","4,20928802","1,0387409","1,16875148","1,21054555","1,06714035","1,08146944","1,15167068","1,01251804","1,08522597","0,98109932","1,06448411","0,87832808","1,25489829","0,96692976","1,25489829","0,96363028","1,28140824","3,43224986","4,10561224","2,45906249","2,55303824","2,8099391","1,94383645","9,71410048","8,38664022","1,77080594","15,7426024","9,26806292","16,3259951","11,0963029","64,0191439","66,6577923","38,818134","77,1627221","87,9637137","88,5221469","81,7711362","98,2865054","29,4386834","25,4693594","26,4111811","102,015453","121,019824","4,04451994","3,367298","3,17918079","1,50493765","1,78711346","3,16036907","4,25144887","4,85342393","1,61780798","4,21382543","30,8799955","6,10287751","1,12251001","1,054211","1,19753274","11,6532959","20,5779936","10,5003979","6,96225153","18,3757931","25,01066532","27,422298","21,81538309","28,5554863","7,41181794","6,4712319","1,1417323744","6,5119223777","1,1453488367","36,37284468","3,34311072","6,91357388","5,16823545","5,08844915","69,922108091","114,79658626","36,199765469","7,8753952","15,366825528","16,327954218"
Female White spots 9,Female White spots 9,9n,9A,9A,,,,F,"1,62443279","1,7026547","1,80592509","1,74506084","1,34319897","1,57392717","1,43733444","1,37782884","1,21377951","4,3905899","1,63829995","1,16809623","1,39883683","3,62409736","4,32741141","5,24902072","3,77395899","2,68626576","1,64114565","2,77725361","2,47176711","8,01012368","4,86342226","0,64558939","12,8678865","2,37980113","2,42763603","2,60312338","1,72198072","1,25333749","1,59879476","1,58670429","2,4613649","2,77661047","2,6471374","3,44884379","3,21019413","2,47775057","1,52583477","2,84613118","2,94787456","3,66930624","2,03156328","1,87313233","1,89040865","3,63234215","5,63350942","5,36903638","4,69015746","4,15298038","3,92919527","0,93139882","1,1263766","1,04061713","1,11167393","1,06792711","1,30249504","0,98448519","1,2569125","1,02176118","1,25825051","0,9014083","1,38270517","1,07733941","1,04061713","0,8341898","1,49347141","3,31438384","4,76337174","2,46490286","2,63731224","2,52203354","2,02190317","8,01235325","6,72202183","1,85135459","15,2592653","8,47262649","15,1911815","9,65860332","72,3109282","70,704057","34,1558042","73,5332676","88,4596401","87,1891914","76,1470837","103,662566","33,3623311","27,255989","27,8855762","105,259075","123,599453","3,6353777","3,48068078","3,1326127","1,91437443","1,72100327","2,97791578","4,1381427","5,24035828","1,52763212","4,56355924","29,8772781","4,567618","1,30779931","1,2315188","1,14570324","11,9722997","18,9224257","9,19332268","7,85838749","18,2646933","23,73189179","24,84978482","18,60763284","26,38702183","7,11605848","6,7679904","1,1118802523","6,0099035508","1,0514285718","34,09199557","3,50857979","6,87807342","5,13301258","5,25364063","72,59220146","100,36343172","35,227773173","9,07137062","13,625223594","17,36908899"
Female White spots 9,Female White spots 9,9p,9A,9A,,,,F,"1,62893323","1,65622044","2,08097544","1,90125001","1,21912908","1,23302065","1,46114002","1,76754825","1,13252264","4,75296471","1,63738615","1,3261936","1,4668957","3,86961419","4,80917572","5,16591009","3,91722812","3,00574381","1,80343191","2,99544448","2,17046562","7,78207864","4,47691229","1,90242329","13,2473395","2,34783048","1,94607917","2,68897358","1,80250089","1,22397244","1,80697126","1,72192376","2,2771235","2,72868491","2,57675267","3,67669917","3,33923258","1,79141648","2,26022612","3,35612772","3,53736921","2,80299917","2,27263825","2,47877994","2,4273487","3,90439193","5,32972549","5,59957303","4,82495649","4,56792604","3,98258936","0,94014726","0,98412375","1,0176209","1,13615785","1,19236445","0,79913358","1,14198151","0,96201407","0,98848635","1,34858102","1,15027215","1,56940192","1,29901266","1,27378671","1,07418836","1,54684923","3,51097491","3,93981835","2,35225822","2,31709736","2,48079086","1,9078098","7,80613834","6,65440036","2,03426177","14,4204203","7,79981578","15,6825568","10,3747754","78,6766653","67,599106","40,8810435","60,4422912","91,5452143","96,1191356","74,9121489","94,9297701","28,882182","22,1286498","30,6980585","96,7604055","118,250839","3,90080861","3,35166565","3,02975426","1,51487713","2,06402009","2,9540104","4,29846385","5,20739013","1,40126134","3,93868054","31,5232085","4,77480296","0,97889811","1,4373308","1,65444538","11,5183678","20,0091436","7,67013832","6,7466877","18,3530846","22,220236076","26,057332207","18,402610267","27,408753704","7,2524742568","6,6086514768","1,2335041631","5,7666646718","1,0974212034","35,672693326","3,73719588","7,2673791157","5,3661291058","5,6384458899","71,398007346","82,271136907","31,641595137","10,682946283","11,069122304","16,304896066"
Female White spots 9,Female White spots 9,9b,9B,9B,,,,F,"1,80007231","1,8769557","1,91725428","1,89271318","1,32568774","1,41090394","1,66604015","1,79966487","1,42589748","4,34285511","1,65344775","1,26569349","1,49125848","3,92700843","4,55157548","5,23444314","3,68037311","2,85376673","1,69780875","2,85336377","2,38107937","7,31646787","6,23004049","1,11131455","11,6621975","2,35598095","2,45408846","2,58641111","1,5755488","1,13122824","1,60391857","1,8103298","2,37141593","2,59348981","2,76861528","3,456313","3,59387548","1,79136976","1,72027076","3,34763901","3,64925724","3,19417399","2,04119284","2,27839078","2,25452241","3,69821317","5,54665873","5,21746364","4,86408921","4,29275206","3,82483837","0,90384741","1,20757836","1,11161008","1,24112026","1,12391156","1,30674439","1,09532796","1,16916411","1,24112026","1,27392315","1,25039182","1,31401968","1,05924943","1,48941325","0,75945472","1,74756749","3,65141677","4,14469257","2,39248515","2,53486345","2,51899831","2,09462161","7,4620496","6,08400814","1,7360789","15,9343785","9,15068354","14,2562801","8,70199137","72,3238913","74,4207358","29,7778668","77,8982419","88,7585803","90,5372262","86,5056817","101,714483","31,1693625","27,9454053","27,2444294","104,152582","122,85852","3,84887301","3,54249506","3,35100884","1,30210629","2,08719979","2,77655018","4,61481789","4,99779033","1,7425246","4,34673718","31,1355761","4,63925949","1,31524429","1,59592997","1,44999542","11,7556146","19,358328","8,90434393","7,53946283","19,1830599","25,08506204","22,95827147","17,37675825","26,32002041","7,39136807","6,74031492","1,0492308278","6,0605338523","1,0965909081","34,31429229","3,79420998","7,48699547","5,59428229","5,68692316","65,456270492","76,982400424","32,380527342","10,27871597","11,95271086","16,621891758"
Female White spots 9,Female White spots 9,9f,9B,9B,,,,F,"1,64132574","1,70627896","1,66692762","1,92353841","1,27234477","1,40055912","1,58641923","1,90233047","1,50349533","4,67479803","1,78027948","1,43569146","1,44606473","4,17218377","5,17676853","5,94907212","3,92101737","3,24151576","1,93525277","3,24115261","2,70791951","8,03401333","5,1913723","0,94822704","13,1044127","2,50245431","2,42796577","2,85871335","1,78536957","1,48503807","1,74086329","2,11821452","2,42994369","2,43418711","2,83150803","3,70869902","3,75637063","1,75056258","1,78469937","3,12177626","3,43594664","3,23507193","2,12048278","1,97105319","2,01980165","4,27909759","6,09871347","5,32101186","5,11396803","4,8394141","4,50247065","0,96964608","1,05708927","0,81642394","1,28459252","1,17869582","0,98475931","1,05793057","1,20378998","1,06714106","1,08827461","1,38728337","1,07246349","1,33991554","1,31701161","1,02025745","1,74147645","4,16492728","4,75585423","2,45074836","2,3926348","2,52404708","2,0384913","8,05491041","6,71044707","1,635162","15,4945285","8,75166624","15,7228441","10,4509823","62,9174296","68,3658834","39,7347716","77,3477988","88,9106696","95,2798059","94,7636417","98,3224896","28,5510138","23,9392968","24,0780453","99,6710425","117,617952","4,3954441","3,56540315","3,32016378","1,03755118","2,35807087","2,96173701","4,99911024","5,11229764","1,60348819","5,16889134","33,480427","4,89897608","1,19466192","1,30960854","1,76476868","15,2300712","22,9489324","10,1747768","9,88932384","18,7435943","24,24619474","26,1738264","18,43901078","27,27802537","7,96084725","6,71578583","1,1250435651","5,8351238267","1,1853932587","36,11775068","3,37320658","6,93807073","5,01453232","5,29674499","68,932428259","89,811534063","34,868291998","8,5688175","13,726275767","14,774552043"
