Cheetah,Trail,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
Gretchen,Gretchen 14-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,"1,92768725","2,31746131","2,63864377","2,38017902","1,12351262","1,48767605","1,45900726","1,57121229","1,53934037","3,49141007","1,84581704","1,3453588","1,33755201","3,82651871","4,98348186","5,23988057","3,85021002","3,1591786","1,82430326","3,16463564","2,07524493","3,12299834","0,71013339","1,42707063","2,56828339","2,3093129","1,65274524","2,47395536","2,33546711","0,98298476","1,9791537","1,78818101","2,72148366","1,33755201","2,88583607","4,69084601","3,68751841","1,43833196","2,4293538","3,01727469","3,27813017","2,95158447","2,7278715","2,44658393","1,81231637","3,75468741","4,73145117","4,54767682","4,34813551","4,63043918","4,31663066","0,69958059","1,68080957","1,66327239","0,62806265","1,1267703","1,7679594","1,7899371","0,91930821","0,74407264","2,20950494","2,17286317","1,1147789","1,2144429","1,6738376","1,47896855","1,34224153","3,23897546","3,31840209","2,62667246","1,51302103","2,20427244","1,72554018","0,59254073","0,41774471","1,73208839","2,92283711","3,01712218","2,22371506","2,35563036","72,8681861","73,6456703","41,1757834","65,9560305","84,7490148","80,6713726","91,3302082","96,4193241","26,4571673","18,3855375","26,3402656","118,605762","108,916415","4,11042211","4,39067816","2,89597921","0,54182837","2,44756953","3,58727748","4,9138228","4,70830169","1,17707542","3,97963595","5,46951837","6,34248887","5,62278051","3,76582756","29,8643162","1,08285244","1,71922897","1,91314403","1,85502187","9,63396568","18,1571524","5,5479606","5,29801787","17,5762799"
Gretchen,Gretchen 14-04-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,"1,54924822","2,57861721","2,73819755","1,93277014","1,25397561","1,31137426","1,35624662","1,60477502","1,46253241","4,42717912","1,61459865","1,64216492","1,40150215","3,84702156","4,65943674","4,9192761","4,0164169","3,25315626","1,40628048","3,3561962","1,5630799","3,22858499","0,76482565","0,89597922","2,56070054","2,06290037","1,92006022","1,83112771","2,13913487","1,36574146","1,62875333","2,06611239","2,9874694","1,21653504","2,96530415","4,0348324","3,60068479","1,69621286","2,0842749","2,95456909","3,35665998","3,06633404","2,59753887","2,4506615","2,09609156","3,75074629","4,90400951","4,86851561","4,98151311","4,62305823","3,79450915","0,89013963","1,17385619","0,95679237","0,96493242","0,7720957","2,31062785","2,11201713","0,83494354","0,79787177","2,32909792","2,19631611","0,97875411","1,09811935","1,61027519","1,06190933","1,23883322","3,52914087","3,3875436","1,91023575","1,78931873","1,80177874","1,69205008","0,37339147","0,9436312","1,47219775","2,63785069","3,30192499","1,82914823","2,93772292","82,228794","73,8796792","36,1952821","61,5759239","81,5698435","78,9205523","95,107023","105,023289","25,8805835","22,9195443","20,6461884","104,286214","104,976473","4,31515137","3,5221962","2,63703695","1,16177152","2,13913487","3,37466966","4,46267791","4,86837591","1,06956743","3,26402475","5,36627799","5,89901557","5,12110509","3,66680256","30,0849309","0,95965994","1,67294368","1,84246546","1,48454835","10,1007439","18,7441445","4,51332625","5,34155154","15,9654835"
Gretchen,Gretchen 14-04-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,"1,50445169","2,3280122","2,40807806","2,03765136","1,16232389","1,27014707","1,5103856","1,44377188","1,50147594","3,94837352","1,63910327","1,41922373","1,34479132","4,172024","4,97989649","5,19561156","4,09960931","3,51939348","1,46050301","3,54402111","1,65159045","3,48675781","0,51037516","1,19109731","2,28287063","2,15580744","1,64911004","2,02798656","2,17160544","1,54302826","1,44432494","2,68250611","2,80288478","1,09364467","2,79655199","4,19904298","4,14725601","1,87892488","2,55492693","3,21702957","3,11976614","3,20450201","2,88368119","2,77401033","1,73848694","4,26741417","5,12790413","4,83713733","4,83855705","4,52748916","3,94481191","0,85978526","1,2007179","0,94981859","0,82159553","0,8981296","1,96201283","1,6690393","0,8981296","0,79632175","1,84823889","1,69825967","1,40144239","0,93302133","1,59964856","1,65181985","0,92009201","3,19249987","3,52868202","2,16911127","1,49560903","2,3029097","1,80254437","0,37914132","0,75628183","1,51481721","2,77657129","3,11692519","1,93599136","2,74265442","84,6585037","79,8973308","33,0821859","62,2593104","82,2659674","83,8967234","97,8046824","101,34277","25,3297913","18,4962449","21,3057676","100,297557","117,412023","4,7007166","3,28871427","2,77038431","0,85792546","2,25205434","3,68193011","4,30750076","4,6649697","1,21539441","3,57468943","5,48560523","6,19592783","5,56335268","4,12288165","29,7185756","0,86621609","1,45434216","1,757989","1,47015544","9,64961216","19,0765606","4,51716599","5,35223472","15,301181"
Gretchen,Gretchen 14-04-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"1,47460416","2,1311915","2,10892107","2,034939","1,09828745","1,1514724","1,33244035","1,25996395","1,25996395","3,68071622","1,98114964","1,2048595","1,36859793","3,80908163","4,46184456","4,65675794","3,68615951","3,11274338","1,34910118","3,08779522","1,56896272","3,05643463","0,53239552","1,22478341","1,8940371","1,94756561","1,52590625","2,08927841","1,76718786","1,40601127","1,51441871","2,37790457","2,31987381","1,57697487","2,31429115","3,78967521","3,84402709","1,71006875","2,21432708","2,82133462","2,98509474","2,89851146","2,65427513","2,50857868","1,84558558","3,83421374","4,68842128","4,63284225","4,33102385","3,97423805","3,44152097","0,73025062","1,17551466","1,10225531","0,724917","0,89156404","1,59846317","1,70724673","0,73927319","0,6363027","1,70345411","1,49993557","1,19961423","0,84078834","1,64865758","1,51335064","0,87748823","2,83743807","3,14553071","1,97594225","1,54197652","2,14704909","1,6833794","0,5645702","0,46505679","1,62104044","2,82405656","2,71613083","2,26331247","2,20899297","89,1302239","77,3349362","27,7040581","63,165718","90,4754727","95,8012134","94,3870445","92,5639268","25,7171572","19,1114804","25,803283","98,4930808","122,583131","4,31591463","3,18298704","2,82332749","0,55747231","2,15795731","3,05710619","4,44179547","4,53171036","1,00704675","3,48869766","5,4680673","5,95342492","5,27609653","3,89035444","26,3880953","0,8087921","1,21755388","1,34027943","1,27608701","8,26093328","16,4069023","3,9765342","4,17816629","14,1828049"
Gretchen,Gretchen 14-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"1,1947064","2,3709854","2,167873","1,92861791","0,96526492","1,46279026","1,60764203","1,23767995","1,55264581","3,69350308","1,67397063","1,36118146","1,46517026","4,35503715","4,9509268","5,12516744","3,8474464","3,48307682","1,46784998","3,34240985","1,78275759","3,32870811","0,46894971","1,14454391","2,32623904","1,94723189","1,95762448","2,30203795","2,14506265","0,75020866","1,46628892","3,08223713","2,96579704","1,74870367","2,63116919","4,04608057","4,26665172","1,63026504","2,14644261","3,40666477","3,47206584","2,98127145","2,39769164","2,56793792","1,92147948","4,51098562","5,53229515","5,18025804","4,58158464","4,41101084","3,91132085","0,6591735","0,88205347","0,76213469","0,765355","0,89497126","1,99403453","2,04878689","0,86136277","1,11704104","1,57570747","1,51103459","1,22100785","1,06288533","1,38890573","1,48296763","0,70164642","3,22324231","3,92434703","1,93932306","2,00711757","2,53582808","1,78270906","1,01131318","0,31689374","1,62677391","3,27992968","2,44982402","2,84352392","2,10707168","83,4468826","69,583098","17,9053814","78,647736","91,2158742","87,7978036","92,3857536","93,9693263","23,029101","22,3191159","24,9029169","90,9539062","129,768105","4,67690757","3,48237274","3,27990921","0,40492706","2,04488166","3,46212638","4,69715392","3,86705345","1,86266449","4,29222686","5,38796503","6,28785366","5,62852258","4,44982417","29,7483379","0,56998655","1,73270992","1,7390636","1,1717415","9,63771216","19,146916","4,94787677","6,3100237","15,9034651"
Gretchen,Gretchen 14-04-21,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,"1,56375862","2,34074397","2,65081055","2,21372261","1,19461625","1,40414227","1,36675264","1,3360286","1,5313072","4,57109756","1,72774518","1,47809081","1,47111865","4,12396195","5,16416604","5,47228812","4,29879572","3,46412703","1,70003901","3,56334845","1,90893967","3,43725737","0,64582221","1,15094881","2,56105999","2,29304095","2,22716811","2,1432951","1,69026151","2,31603371","2,34563793","1,61182416","3,24839311","1,68475481","2,94048961","3,89997838","3,17233374","2,0832944","2,3445902","3,13795446","3,19368633","3,55645192","2,8490711","2,48502884","1,68430469","3,56615117","4,9852181","4,97771666","5,03164243","4,63394513","3,65026296","0,98468021","0,96192875","1,14595988","0,83542474","1,13050022","1,81383025","1,74923976","0,87360202","0,97031931","2,03541724","1,9569728","1,09369863","0,82326639","1,81481102","1,6185567","1,0037711","3,37056564","3,64858347","2,45278259","2,05692545","2,38370493","1,79907052","0,25405349","1,20711944","1,62340105","2,73255355","3,66999893","2,24943993","3,36420662","73,7975122","79,3431894","44,7118124","61,4906754","101,275023","84,1868564","97,8405197","100,06698","25,5834994","23,9475109","21,3093997","112,540335","111,163003","4,73273223","3,4998356","2,72430385","1,67037608","1,98854296","3,99697134","4,23559649","5,34977191","1,03709712","3,91742962","5,77328509","6,54750227","5,66246118","3,95355147","34,9441764","0,91937547","1,64182664","1,80593022","1,4573584","13,0681808","21,779906","6,23494739","5,29145067","19,3992178"
Gretchen,Gretchen 14-04-21,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,"2,2121869","2,30733734","2,52987686","2,13381008","1,59939162","1,46283539","1,53978153","1,47401612","1,90457445","4,58720216","1,62588642","1,6906585","1,5159597","3,99558397","5,4499237","5,8686582","4,61711733","3,52836808","1,92155563","3,73658624","2,13207195","3,5282918","0,77238311","1,39388377","2,38082194","2,71447039","1,89217481","2,2686924","2,0230295","1,65279431","2,30424899","1,65135751","2,70563854","1,75945896","2,9403058","4,15279377","3,85996077","1,59097439","2,79493687","3,64647978","3,69837615","3,29837337","2,86676964","2,59724828","1,80816284","4,03901283","5,26039564","5,09512778","5,02491797","4,76138419","4,09972549","1,08305202","1,71620561","1,32728234","1,32070863","1,06926632","1,76125685","1,4232197","1,22497828","1,06926632","1,84924455","1,84549691","1,22755922","1,0373407","1,56879815","1,37817009","1,21248066","3,81231529","3,81023927","2,66890098","1,83572304","2,38976783","1,90245265","0,01287728","1,21576054","1,74788926","2,66538421","3,87873075","1,75065493","3,40184083","72,3914872","75,1137332","33,5145415","74,0939712","86,1567137","89,2712656","92,9200254","102,068463","28,4325935","18,7785163","20,9443578","112,945808","108,132476","4,69406361","3,79900911","2,6652734","1,7702189","2,1083506","3,73933881","4,75373391","5,44988741","1,0939555","4,25648141","6,0193437","6,90805252","6,07950921","3,95107713","35,5265217","1,71380886","1,64912563","1,94544207","1,55437558","13,2729195","22,0011992","6,46575139","6,52667627","20,1384409"
Karen,Karen 12-04-21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"1,21693103","1,78413173","1,94430861","2,28472365","0,84395859","1,248923","1,38884836","1,62884227","1,19580235","3,84801478","1,43692234","1,14083383","0,82846242","3,63535378","4,62399917","5,35665018","3,8569227","2,74389871","1,88010047","2,83778015","2,51887003","2,74477574","0,79008424","0,77714185","2,64082653","2,74116143","1,9130039","2,74557341","1,84942105","1,79566727","0,81651656","2,12514467","3,38463872","1,76648569","2,9839158","4,13291679","3,33210464","2,11884729","2,21735087","3,27657929","3,56675341","3,25346139","2,22962772","2,52868345","2,371023","4,13129713","5,48034849","4,91549413","4,8","4,37486932","4,21073962","0,68529036","0,7624051","0,82017068","0,69866615","0,89106765","1,59250665","1,21810059","0,77573617","0,81144335","1,53207702","1,63834354","0,92939535","1,08688518","1,76099568","0,99909849","1,62288671","3,13948793","3,5824817","2,84745582","1,8397545","2,47015403","2,16182875","0,0100541","1,00530201","1,9597418","2,56578689","4,101883","2,21655198","3,84089541","74,7836733","86,4885697","52,7814585","52,4348682","98,2887175","84,7555673","91,6256159","107,478423","36,3342554","20,4525712","29,3080618","109,299621","123,798334","4,03331548","3,47641418","2,56512114","2,00821984","2,09259883","3,32453201","4,18519765","5,57228493","1,29987463","3,71267534","4,99945308","5,94433031","4,76594139","2,93876391","30,4558549","0,51319613","1,0931761","1,34977417","1,63470909","8,74925353","18,9535121","6,79657359","5,58535098","18,8720614"
Karen,Karen 12-04-21,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"1,71858215","1,95131686","2,11543244","1,93277367","1,16920166","1,17942373","1,64776857","1,45360554","1,34711077","3,54369516","1,12198761","1,04913638","1,05998357","3,16209204","4,73830476","5,35252271","3,74338492","2,6832094","2,05509537","2,86092065","2,49160206","2,67597629","0,47523907","1,22571772","2,63120737","2,88776398","1,56936869","2,44035802","2,1528204","1,75017518","1,22695984","1,84009442","2,95027108","2,12748135","2,83445595","4,04622158","3,51263409","1,38988184","2,19785229","3,56544566","3,14113014","2,71817963","2,16587592","2,77404689","1,79527603","4,2268909","5,27296333","4,37862406","4,3861325","4,53266258","4,44304259","0,70123911","1,43591315","0,90503576","1,04913638","0,91881843","1,5738616","1,49611982","0,68966436","0,90269212","1,63157643","1,30785524","1,47319562","0,84449568","1,67429508","1,24546637","1,09045511","3,49776731","3,44832182","2,71705911","1,86114855","2,67798759","1,8827507","0,2188968","1,03305901","1,60557799","2,16813161","3,6303599","1,39493771","3,56297343","62,04841","59,6970372","53,173128","64,778462","81,445859","87,9794963","72,8763554","118,123084","36,4264096","16,4874126","23,6514375","114,478501","114,615631","3,78137075","3,83178903","2,1679859","2,57133211","1,05878381","3,8990134","3,71414638","4,71437099","1,12913929","3,83178903","4,7585286","6,10357381","5,24955716","3,065258","28,244756","0,89167803","1,15025619","1,6446757","1,33666971","8,93584533","16,8971151","5,95506481","6,03019511","17,6574563"
Karen,Karen 12-04-21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1,53050773","2,05172871","2,03261653","2,1616888","1,10277104","1,38355558","1,60755123","1,40621232","1,28046528","3,7332927","0,95568934","1,26769069","1,00830832","3,9131246","5,36879902","6,20288014","4,53880639","3,3826369","1,98616212","3,55291258","2,64996756","3,38301695","0,66760179","1,06243908","2,70899057","2,67778374","2,14804933","2,75979195","2,27828101","1,81468681","1,45253293","2,28838492","3,2125949","2,22785434","2,65883329","4,41917273","3,79862362","1,77544156","2,21360426","3,67780152","3,37365336","3,05074161","2,43159807","2,99208035","2,09412977","4,43655236","5,86720965","5,06854974","4,69487855","4,7559732","4,65984505","0,76772775","1,1250429","1,05846364","0,84231783","1,14495178","1,28833908","1,68585462","0,82717381","0,91756097","1,5608704","1,15375077","1,47080314","0,9320843","1,66776107","1,34920849","1,20703061","3,55565432","3,83402551","2,82788761","2,25309291","2,82518686","1,86122598","0,01120781","1,21249721","1,9360914","2,36462121","4,01807815","1,78288642","3,60143058","66,131551","64,8372385","50,0260248","63,8424242","89,3751348","83,065509","80,4333732","99,8262548","28,3846995","19,7512981","23,9481222","107,729393","120,690922","4,33768139","3,8043599","2,3643919","2,52438835","1,49330015","3,71547299","4,4265683","4,9624697","1,43116212","4,23101709","5,33762771","6,72617325","5,61148936","3,72095527","33,010681","0,84128607","1,34536243","1,51696962","1,46972233","10,7640056","21,3845311","7,15756831","6,79381163","19,5109156"
Karen,Karen 12-04-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"1,95107443","2,11665064","2,90145759","2,25083506","1,14100941","1,51511085","1,38379614","1,61785359","1,37961796","3,46286412","1,51430239","1,30413395","1,40736248","4,59376164","5,86767116","6,05538979","4,63433029","4,141491","1,72618016","4,1688559","1,88653388","4,10680254","0,57951515","1,46560412","2,73298752","2,14399624","1,82400832","2,15920064","2,38150171","2,0532172","1,72340623","2,87285797","2,43633118","1,8638551","3,16165524","4,60957655","4,81258646","1,48027355","2,71230463","3,80813768","3,46256152","2,70449815","2,77284444","3,12374073","2,12414539","4,58960882","5,32914042","4,61560687","4,64021535","4,89294087","4,31957591","0,76141363","1,67397334","1,70554978","0,58735118","1,06109046","1,69143919","1,54245977","0,99207443","1,2554713","1,86037907","1,8004543","1,5335878","1,22614567","1,46819924","1,43457052","1,4178889","3,38582476","3,48346505","2,45890546","1,86359604","2,49745395","1,51774643","0,63386795","0,63115708","1,42690885","2,83752507","3,21335621","2,30545316","2,66158008","67,6702707","74,3066288","48,3639151","63,9658142","93,1256753","85,6875704","90,9437643","106,695191","19,11982","17,5075025","17,6524139","103,510307","120,844282","4,88202386","4,47051227","2,82446591","0,80431811","2,39424925","3,89065503","5,4618811","4,63885792","1,38417535","4,54533256","5,79489056","6,87016196","6,28963444","4,58209371","33,5088563","1,1098185","1,60122458","1,99204024","1,81447627","11,0282091","20,4576427","5,17926963","5,89704789","18,4229171"
Karen,Karen 12-04-21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"1,62743383","2,18253486","2,70392675","2,33508052","1,20569009","1,39147304","1,72034284","1,63188281","1,43419489","3,72373893","1,47543476","1,45153098","1,41715838","4,64392813","5,78137741","5,96603886","4,65009097","3,98347862","1,79789879","4,00898326","1,9570556","3,95080577","0,55529189","1,36897463","2,71189972","2,46468624","1,75827622","2,40663996","3,22724041","0,99627728","1,56138373","2,94287341","2,92452333","1,70510328","2,93238405","5,56227616","4,51657973","1,93830867","2,61578005","3,68089102","3,314389","3,25669425","2,89391406","3,17106424","1,92173512","4,7850668","5,58075488","5,1541403","5,3697776","5,61339835","5,1805537","0,67316033","1,31305957","0,85020975","1,11995753","0,80351773","1,90750405","1,37298306","1,11216191","1,33903079","1,695509","1,71760125","1,68004419","1,10922443","1,80878568","1,74014223","1,11995753","3,93462067","3,89480117","2,46600679","1,8281885","2,85535726","1,93140249","0,52475665","0,66530119","1,77181796","2,93348273","3,35255169","2,30645365","2,84462617","80,3954864","74,4092507","40,099137","59,5053766","83,7329682","83,7680544","88,9701309","99,6084579","24,360977","17,1222094","22,0549979","112,638106","106,56236","4,85516156","4,16972699","2,93213679","1,02815186","2,32286161","3,9793285","5,04556006","4,75996232","1,52318794","4,37916533","5,84262834","6,76115744","6,20278432","4,5026325","35,405474","0,87148813","1,40076128","2,31357622","1,90411456","11,132137","22,7208628","5,9715425","7,58999456","18,8417618"
Karen,Karen 12-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,"1,70201376","2,08670911","2,66771794","1,8806018","1,39484607","1,62760932","1,59649165","1,37551702","1,51122891","3,36986282","1,59986151","1,14365097","1,58507763","4,18949954","5,50030588","5,683923","4,36939122","3,71168531","1,78862057","3,74218249","1,9417405","3,68314023","0,6405347","1,12878959","2,75756826","2,20020628","1,72143105","2,33061959","3,09569626","0,83949242","0,91576131","2,96494166","2,63142077","1,8930792","3,00678767","4,96111025","4,66638616","1,50408692","3,11893333","4,29508687","3,67158614","2,65604798","3,03838682","3,51670611","2,20499191","4,88210309","5,6698281","5,1672421","4,58337468","5,22660786","4,90577887","0,89537075","1,42085892","1,20344154","0,93043043","1,02965955","1,65610027","1,28817237","1,30301835","1,42572396","1,51031225","1,52309539","1,78117794","1,10115169","1,24145562","1,17680714","1,14122655","3,48837257","3,67478849","2,45763057","1,87261538","2,73194785","1,52824913","0,36712839","0,7741472","1,68282365","2,63258593","3,26440655","1,85959152","2,73675733","71,2062097","61,3415182","51,7577407","57,0360496","90,4356014","84,3722835","84,8189078","96,9668312","21,2127078","17,6084223","22,2662882","104,318718","113,25629","4,35061567","3,96467395","2,63142077","1,49113843","1,77182332","3,7892459","4,52604372","4,85935701","1,0350255","3,57873224","5,50030588","6,30792534","5,67704255","3,85343198","30,7174518","1,17637442","1,64276956","2,1116267","1,29193455","8,75148706","19,4134862","5,48318194","6,38919797","16,8948601"
Karen,Karen 12-04-21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,"2,14345562","2,21316435","2,22904903","1,99928718","1,38339505","1,29564706","1,52533104","1,37278658","1,08613589","4,14619095","1,30553878","1,18878607","1,35434564","3,53644478","5,589832","6,32137616","4,62893375","3,38368298","2,20614902","3,73921445","2,58216171","3,3474796","0,60170755","1,38540792","2,62250368","3,01602538","1,9350776","2,33237867","3,37916491","1,64924077","1,5972443","1,74156425","3,26713006","2,04983447","2,91004434","5,25107789","3,88448311","1,66626279","2,56471185","3,50164236","3,23662562","2,75239828","2,59069846","2,87382358","2,16165793","4,54749184","5,87051002","4,93829744","4,86616796","5,66465369","5,60748398","0,94051765","1,61882147","1,56929698","1,03654774","1,12267113","1,52238898","1,30509079","1,18681679","1,07077251","1,59162061","1,70422856","1,09667334","1,229888","1,10728655","1,30329726","1,21232867","4,27858213","3,85284079","3,30895228","1,90478802","2,336934","1,72549816","0,29968274","1,42908934","1,52155645","2,01404982","4,10708198","1,20496087","4,08896557","52,6341106","63,9287751","64,0373209","63,3285685","79,7856681","70,0771836","67,0058539","129,34437","28,7688146","17,3334349","17,0617589","118,613197","97,0695254","4,60050622","3,9884217","2,01395551","3,11965658","0,9872331","4,04765569","4,54127224","5,43821183","0,90049513","4,62025089","5,60031849","6,99039113","5,92593193","3,31921802","34,3808242","1,48007188","1,42100935","1,69819389","1,36623519","12,0013888","21,6149362","6,60330765","8,09273597","19,7758109"
Karen,Karen 25-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,"1,82993058","1,9189844","2,03012571","1,83533659","1,18515165","1,28037777","1,5142229","1,28139933","1,39429606","3,42258559","1,28852757","0,95997913","0,97619875","3,08961419","4,56463065","5,23671945","3,65173114","2,43862165","2,126009","2,6259469","2,61077255","2,43601863","0,61080765","1,17655748","2,62135047","3,02232891","1,73674586","2,53765713","1,8922045","1,49033227","1,38838458","1,66329464","3,04125738","2,2155711","2,67451393","3,72391113","3,41536863","1,5931243","2,07578671","3,43903796","3,12844972","2,98741338","2,15560349","2,61573325","1,73832489","4,09020425","5,26935085","4,46350667","4,24785304","4,22884413","4,15931535","0,84303263","1,34655531","1,33973586","0,87885755","1,03944676","1,43863747","1,53822858","0,67341646","0,87544781","1,58809507","1,38798061","1,23034587","0,83680105","1,54550271","1,25561105","0,90132868","3,25444259","3,48858121","2,9512403","1,94683791","2,63628314","2,03506269","0,06200541","0,91178829","1,73829846","2,47494563","3,38371473","1,75973854","3,17139692","62,8291625","57,336927","39,3688454","77,8019921","81,6478915","84,277875","70,5776889","108,203436","41,1241998","18,8520832","26,1933507","114,609871","121,445209","3,61572119","3,78973986","2,47493215","2,43626134","0,94743496","3,80907526","3,59638578","4,54382075","1,31480771","3,73173364","4,8949523","6,22963303","5,28040738","3,04911467","27,5993177","1,08418814","1,20662663","1,49991822","1,15297801","8,52041031","16,65799","6,63055822","5,67572493","18,0328528"
Karen,Karen 25-04-21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,"2,13269389","1,93252112","2,18476027","2,30964217","1,46518276","1,36815679","1,51514645","1,3153341","1,92360974","4,13182145","1,40532677","1,47281778","1,165261","3,88996733","5,22369205","5,40986826","3,99797109","3,23940483","1,98428722","3,32129825","2,08857002","3,22288544","0,79451727","1,38839491","2,0220159","2,57344103","1,83562695","2,28638109","2,52835017","1,42002317","1,31151864","2,38487458","2,39685193","1,64531928","2,44690669","4,83519097","4,50170658","1,81489513","2,42251254","3,39158373","3,14972394","3,50032638","2,93202642","2,70313177","1,27095083","4,60857819","5,53182805","5,0041386","4,95684755","5,19731191","4,60795678","1,27104642","1,31750941","1,23292538","1,35113205","0,97431518","1,56442981","1,76538189","0,60107687","1,0136875","1,75861016","1,59254917","1,03604067","0,80388034","1,99713433","1,86041989","0,84300359","3,68125044","4,08623194","2,02465397","1,82311069","2,51137927","1,85122583","0,31160369","0,81815976","1,56313739","2,79406925","3,12407743","1,92323447","2,79743196","67,4788061","79,7956592","54,8101286","57,7110652","83,8056384","84,435966","90,8483971","100,077862","28,2594669","19,7805579","22,2960975","104,117996","106,694972","4,87177181","3,08035796","2,77450682","1,31079062","1,79141385","3,77944629","4,17268348","4,48497738","1,41867814","3,75759978","5,13202382","6,15532941","5,55266785","3,60414456","31,6558883","1,55876387","1,28409498","1,648252","1,51175277","10,8595633","20,4992244","6,32048682","7,35019687","17,5291731"
Karen,Karen 25-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,"1,64693999","2,20116317","2,58331762","1,98723723","0,97546858","1,30301062","1,55760206","1,26324141","1,24348334","3,89927709","1,68700533","1,71786102","1,37584417","3,94024666","5,0790734","5,46293453","4,24989473","3,4679206","1,6111528","3,50819698","1,95473755","3,42285927","0,34530237","1,44126619","2,6936967","1,94486952","2,07045963","2,31287806","2,57975668","1,20424101","1,24529248","2,59823473","2,50837373","1,50890344","3,18724079","4,56393996","4,24282585","1,42191201","2,57761939","3,56509049","3,43605113","2,55681805","2,82915057","3,07763278","2,24227734","4,32810411","5,49109081","5,15372868","4,66412603","4,97457451","4,49034192","0,64506642","1,32768537","1,40885565","0,57494542","0,92024707","1,7083334","1,67360733","0,90772612","1,09163866","2,09074769","1,76217446","1,17026737","1,11779144","1,23196374","1,7482795","0,563076","3,44406642","3,3694481","2,20573768","1,89706043","2,64238182","1,38571964","0,68815607","0,6596792","1,74369078","2,55690931","2,90557876","2,04489714","2,62915347","69,7012636","70,6925682","52,7938354","57,504901","86,668636","81,9547345","98,8209179","98,138645","20,298177","22,2703089","23,5825604","98,106819","112,280603","4,22274791","4,1258959","2,55689323","0,54237129","2,3631892","4,1452663","4,20337751","4,53267436","0,92977936","3,5835246","5,64340668","6,38838719","5,45901817","3,82264983","30,662555","0,79957789","1,43387466","1,97924606","1,09261887","9,5071349","20,1830568","5,24997362","5,74581697","16,1947353"
