Cheetah,Trail,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,Area1,Area2,Area3,Area4,Area5,Area6,Area7,Area8,Area9,Area10
3368,3368 a 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,"1,22140201","1,80476117","2,11207317","1,69053975","0,85862393","1,28565713","1,46303173","1,29926977","1,71404319","3,74225251","1,47336881","1,85842437","1,14287365","4,45799679","5,46972063","5,87914732","4,48264232","3,92612942","1,54359121","3,99605801","1,88308931","3,90062505","0,47440691","0,97410066","2,52980436","2,16153673","1,94587483","2,05765676","2,15794333","1,89549217","2,27893728","2,11279407","2,41486057","2,39108095","2,54742952","3,84838745","3,33086862","1,6174176","1,96779683","3,09423891","2,99216362","3,28796076","2,69172792","2,47175721","1,35658145","3,82958818","5,03968785","4,5858982","4,56154901","4,44114745","4,01200843","0,78686593","0,75589228","0,80109205","0,64087364","0,94828527","1,42883151","1,56405937","0,60929735","0,99796355","1,86066662","1,63056313","0,82532768","0,6905116","1,29924539","1,48044704","0,92638689","3,31521505","3,53628756","2,0195183","2,05718336","2,15096472","1,70348586","0,55374889","0,77683193","1,33753986","2,77146088","2,97146321","2,35963425","2,33085822","71,5684222","57,1051929","39,9546034","68,4769744","92,603496","101,38209","89,3553132","98,2120783","22,3039748","19,3118025","16,9278195","106,899404","115,469284","4,90064465","3,43857387","2,77069075","1,11398907","1,85664844","3,5739508","4,76526773","4,3702648","1,37106347","4,30498619","5,6409873","6,72624895","5,9088687","4,38944288","30,4060696","0,51970899","1,13647673","1,54017926","1,09780791","12,4231331","20,6008159","4,8858059","5,64835511","15,0630537"
3368,3368 a 05-05-2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"1,46078177","1,88990032","1,99906222","1,99943739","0,93115745","1,1763658","1,45563815","1,5162103","1,56705248","3,72956021","1,74268179","1,69024512","1,69997959","3,93934892","5,01510937","5,19378821","3,76757709","3,19420656","1,82090281","3,17414074","2,01964747","3,10941254","0,74233419","0,99098644","2,22310864","2,18083637","2,20188624","2,25573004","2,19232762","1,756187","1,77593556","2,32386263","2,48633995","1,85949351","2,42649294","4,1680434","3,75561334","1,73770357","2,18309677","2,9454474","2,99393761","3,2120842","2,81161979","2,25007725","1,48101642","4,18555193","5,31371007","4,81738523","4,56903215","4,78825991","4,1519968","0,75550359","1,13383436","0,93677897","0,68467459","0,56459713","1,84471209","1,61234689","0,71416516","0,77122446","1,80026458","1,94505436","0,78424387","0,79846092","1,74074392","1,28368726","1,18904935","3,11032227","3,72110406","1,91213937","2,15491876","1,9533325","1,68741348","0,7500723","0,6192924","1,48954361","2,9651887","2,8553669","2,29237465","2,1542798","64,3413531","63,5878561","52,6306857","63,0279612","83,1960325","88,8245334","99,1171711","91,1299757","24,6434215","24,8316038","22,7859289","103,651657","114,836004","4,51885232","3,42337297","2,95779424","0,68467459","2,16357171","3,01256821","4,92965707","4,35453041","1,45151014","3,99849962","5,39043746","6,48024881","5,76064875","4,07882211","29,1468217","0,67579224","1,08344272","1,44909057","1,41646353","10,240765","20,0397525","6,0783799","5,6752297","15,4164635"
3368,3368 a 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,"1,54211585","1,94522144","2,09565859","1,99803603","1,37854498","1,46273906","1,49908447","1,40983366","1,44799407","3,22529404","1,56857925","1,25680188","1,46490199","4,15963836","5,21744662","5,50428237","3,98496425","3,43857922","1,7788674","3,39931634","2,10496604","3,3627206","0,78929461","0,98061078","2,4270557","2,2017513","1,95081974","2,46456071","1,95442303","1,73410707","1,77481135","2,18249363","2,39726759","2,14263852","2,67378742","3,92761085","3,6417852","1,63912932","2,2320195","2,95668707","3,13266043","2,99431582","2,67206468","2,27340229","1,69054855","3,85629323","4,87262923","4,3955064","4,33628189","4,40869234","3,97435652","1,06100796","1,01352643","1,133157","0,9238236","0,978201","1,41406928","1,67024525","0,89126247","0,61065594","1,8146028","1,71452123","1,17790999","0,90029511","1,58309001","1,37650194","1,06926495","3,04069498","3,30299974","2,03645603","1,97924061","2,32317526","1,72550697","0,82197543","0,4097046","1,63358857","3,18305503","2,81169861","2,45930939","2,2454564","70,2117483","61,3925519","46,6269095","63,1613422","84,3993272","93,8218822","89,0697378","96,9876454","23,9225059","20,7438328","23,9134112","110,2671","123,614675","4,64190981","3,42175066","3,18302387","0,63660477","2,17506631","3,39522546","4,66843501","4,29708223","1,69761273","4,16445623","5,27798139","6,3431285","5,575405","3,93870177","29,158722","1,05467568","1,40259905","1,53311428","1,38852732","9,75100085","18,5827664","5,80986287","5,0042567","16,7921395"
3368,3368 a 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,"1,56084656","2,25628964","2,43616178","1,96213562","1,15254079","1,32697738","1,60331429","1,16432175","1,45886938","3,81539818","1,46102659","1,66687661","1,48360581","4,28702051","5,27192326","5,62789885","4,12503346","3,55047893","1,72144433","3,53753642","2,09036243","3,49206349","0,33364741","1,43215293","2,73155416","2,2849548","1,88852575","2,43687989","2,3138698","1,19984555","1,17984673","2,59218764","2,73665709","2,00953746","2,96721162","4,27533199","4,1232516","1,72298255","2,16669878","3,02149496","2,99724756","3,17460413","2,65839422","2,44073017","1,53843535","4,30144412","5,34005046","4,76440264","5,00503652","4,9422776","4,49151504","0,55618508","1,41503483","1,30275897","0,76307964","0,79409159","1,91885585","1,50328811","1,06643621","0,58739691","2,12251102","1,42955091","1,54257987","0,68272423","1,70568257","1,60658481","0,741213","3,70691471","3,80299632","2,52384022","1,91663657","2,70461256","1,84537307","0,64139942","0,56538171","1,63038549","2,99094469","2,80566493","2,49520409","2,33593574","74,3216923","60,6777547","44,9047189","60,7735888",90,"94,7078522","92,4895529","93,8654612","25,0477631","19,6043672","22,9645278","109,283382","110,438784","3,86243386","4,25925926","2,98941799","0,79365079","2,01058201","4,07407407","4,04761905","4,25925926","1,53439153","3,94179894","5,14432938","6,15589764","5,34116436","3,76833257","31,7477814","0,8877831","1,41723356","1,59709975","1,13763612","10,9091991","20,2188489","5,70812687","7,04802497","17,643683"
3368,3368 b 05-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"1,4482086","2,30394064","2,06644355","1,68592232","1,08646427","1,32573211","1,35763399","1,32522755","1,22231933","3,62061385","1,91754455","1,34873785","1,42258281","3,82225026","4,8643873","5,28758313","3,82408702","3,13311011","1,7312772","3,20640373","2,0811794","3,09126546","0,43844778","1,12437612","2,50937102","2,24170618","2,2237339","2,1767724","2,07016206","1,27586106","1,42234773","2,0085089","3,0026461","1,78608566","2,69772363","3,74563224","3,43862032","1,71682859","2,07688282","3,02231664","2,88772557","2,9047465","2,41797688","2,34084937","1,6668329","3,83317037","5,1535201","4,56830601","4,47632125","4,50639999","4,02973399","0,76802859","1,05555433","1,07781197","0,74996517","1,09779308","1,72571646","2,00334113","0,59536189","1,00591795","1,40698332","1,96610639","0,63609324","0,97073031","1,23185713","1,4317208","0,70586432","3,16782436","3,36787542","2,24233127","2,124131","2,20408058","1,7355452","0,56641411","0,79990573","1,39859473","2,84543677","2,81956916","2,30678345","2,33270236","63,20668","59,8086001","46,4993909","70,2939291","89,0122396","86,4388801","97,649371","95,3864658","26,6111348","24,8578612","20,6432128","110,469768","115,184389","3,93085191","3,56879976","2,84469546","1,00857384","1,81026075","3,6981041","3,80154757","4,70667794","0,95685211","3,6981041","5,35763288","6,32915352","5,2188359","3,41294878","28,1758903","0,78649055","1,4525999","1,25664605","1,09011871","9,48068885","18,4337067","5,81006521","5,3101488","15,9217522"
3368,3368 b 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"1,469788","1,82198324","1,91104225","1,81318936","0,96541358","1,16116675","1,3084436","1,11974425","1,37204838","3,57587838","1,9253005","1,23986704","1,57343164","4,16853633","5,11210277","5,65760265","4,09529587","3,43022308","1,68187969","3,47270002","2,18490263","3,37361766","0,64786741","1,00695392","2,38110163","2,24661435","2,32141564","2,33651419","1,80376197","2,30775788","1,78654803","2,36146393","2,46954325","2,26284015","2,50595126","3,55835337","3,81063679","1,89423943","2,11501848","3,23375208","3,10012115","3,19925551","2,54718394","2,48320135","1,76116105","4,03025096","5,41948459","4,72743805","4,48927443","4,26256769","3,83516545","0,74103076","1,12069547","1,0253623","0,67269191","0,81586121","1,38236467","1,6455949","0,59895222","0,9309501","1,62845395","1,60914527","0,64078215","1,02015297","1,08494505","1,16116675","0,99797691","2,89783462","3,4866597","2,16603152","2,30735353","1,98588768","1,82604142","0,67969466","0,76902447","1,49680071","3,10080248","2,83349192","2,62218177","2,22082741","67,3216828","64,1820637","44,6919611","67,9863561","93,1994677","94,917218","97,0569185","89,2754902","25,5160643","24,2194036","20,7943436","104,434662","124,657856","4,50436102","3,62481124","3,09175076","0,98616188","1,83905864","3,17170983","4,95746243","4,61097312","1,30599817","4,23783079","5,78616215","6,9375727","5,78229351","4,1146779","29,8751856","0,70896291","1,02117654","1,24636816","1,01371751","10,4355362","20,3109349","6,01375303","4,95599173","16,1516385"
3368,3368 b 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"1,52266473","2,43480266","2,35938858","1,82443167","1,11480337","1,34191404","1,36873145","1,23836849","1,34996797","3,43285204","1,44642349","1,37801739","1,62103973","3,35345434","4,35913665","4,71404521","3,43461622","2,75716989","1,60196676","2,7613119","1,9527333","2,72719447","0,37865502","1,28796382","2,62618727","2,05084423","1,43957413","2,34855322","1,77302889","1,40867934","1,08612101","2,06772007","2,79018114","1,86812132","2,75696009","3,59268435","3,58939935","1,28677205","2,1564706","3,00867026","2,93443576","2,56473581","2,36664961","2,40826659","1,58447555","3,78515984","4,67322079","4,30978038","4,05871148","4,07564375","3,7877701","0,7075012","1,19112505","1,08082427","0,82832065","0,92849741","2,16474366","1,73503944","0,90343588","0,50123393","2,04648669","1,25397503","1,42935006","0,74951496","1,61631251","1,53351422","0,70161845","3,08878143","3,19742045","2,13757648","1,57178072","2,58192823","1,54146984","0,4793054","0,36990462","1,65087063","2,60105686","2,62630984","2,18103063","2,18103063","74,2525702","53,6164531","50,4101273","55,3373025","94,278497","93,9237289","83,0403637","96,1957379","27,034495","17,7040315","28,3313217","103,081617","120,785588","3,48474849","3,9392809","2,60093547","0,85856122","1,76762604","3,8887773","3,53525209","4,0150363","1,21208643","3,35848948","4,66311267","5,46285808","4,73907076","3,14473642","25,8265583","0,84170253","1,58201817","1,18029651","1,12864658","8,05515702","15,0087677","4,39662044","4,87645465","15,597003"
3368,3368 b 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"1,61491226","2,09745578","2,28636068","1,63005518","1,06343919","1,281608","1,48044302","1,1901002","1,35372396","3,20444285","1,12838796","1,48726088","1,5056109","3,85458483","4,95417451","5,35349401","3,92968512","3,28090011","1,6732744","3,35898318","1,99451083","3,25301455","0,72122123","0,87410217","2,65163495","2,1789044","2,01522549","2,11614898","1,87825424","1,33680342","1,90081781","1,74316497","2,50403439","2,18420427","2,87444885","3,50586252","3,2481189","1,65888563","2,31613079","3,3550904","2,93682152","2,91642357","2,64416015","2,6974572","1,60800044","3,30600254","4,40932377","3,8717004","4,34527118","4,31724226","3,81387619","0,86565505","1,08862277","1,35185436","0,58153843","0,72380986","1,8106724","1,65970895","0,87520225","0,64122674","2,0318311","1,38381626","1,31252812","0,4786137","1,38381626","0,95040891","1,12293135","2,90769214","2,65053351","2,14258593","2,08779768","2,29372825","1,63477895","0,51643133","0,75923444","1,36508571","2,66237714","2,95819682","2,07020727","2,50038021","64,5795072","54,4797081","42,1283468","73,292146","85,6964955","90,0277014","86,5375358","104,789826","24,8582749","22,1127477","19,6523678","123,111342","110,045654","4,13976999","3,60213752","2,66128071","1,29031792","1,66666064","3,44084778","4,30105973","4,05912512","1,55913415","3,46772941","4,79548872","5,92646829","5,14451346","3,59701835","26,8710482","0,81728511","1,3303465","1,44488203","0,82451133","8,12009972","16,4486758","5,24876251","3,6311739","16,0136575"
3368,3368 b 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,"1,48604734","2,20024964","2,06943637","1,6024728","0,97872561","1,09121406","1,48182667","1,20573764","1,29045687","3,30076515","1,37611851","1,39394083","1,51282955","3,93601982","5,0052841","5,27094819","3,90595191","3,30981287","1,69547123","3,3290927","1,94185549","3,26689645","0,37132714","1,1501481","2,48647873","2,15541956","1,90111672","2,19857454","1,84346087","1,74489553","1,29757472","2,35301594","2,94394615","1,96365253","2,68680302","3,44484463","3,83167301","1,69802054","1,93379203","3,22835347","3,0120641","2,89740098","2,21052178","2,48877643","1,72247986","4,03474991","4,97293968","4,41938026","4,21403168","4,23087164","3,71598599","0,67207774","1,03364944","1,28759871","0,63602685","0,66546698","2,18933855","1,98603957","0,4983153","0,88377601","1,60316238","1,38731749","1,22844085","0,97872561","0,90234042","1,33921271","0,7663346","2,83102588","3,37482982","2,02267764","2,11331093","2,31554242","1,64566591","0,71889616","0,49781343","1,4862444","2,85035822","2,68748061","2,61170108","2,28523844","69,1978727","62,630507","49,7031973","61,09893","96,599917","85,0164984","82,6236063","103,601302","24,3410899","21,1179342","21,8966073","101,403314","130,47485","3,96316479","3,66457018","2,85022125","0,95007375","1,73727771","3,61028025","4,01745471","4,01745471","1,520118","3,85458493","4,97967693","5,95391238","5,24467124","3,65046788","27,8407374","0,70958567","1,18927442","1,49432995","0,9052191","8,8852947","17,3962701","5,23457591","4,75893982","16,0017832"
3368,3368 b 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,"1,34393849","2,09859176","2,26337013","1,79345151","1,08351785","1,38228285","1,53736322","1,33307867","1,54918695","3,48917362","1,59889767","1,21866418","1,1707734","3,78337185","5,08780561","5,21721795","3,81917076","3,34061781","1,7471878","3,34249084","1,87472711","3,28422407","0,48422211","1,08475957","2,55826213","1,95768887","1,92294084","2,08231763","1,81964467","1,57551502","1,5381677","2,16432236","2,73758492","1,77542641","2,53632345","3,60625115","3,50817918","0,94711613","2,12255396","3,19675371","3,09435859","2,47402054","2,71241722","2,71536491","1,72264306","3,99521264","4,92521452","4,40604607","3,89327715","4,31268223","3,67287242","0,77259452","1,09685134","1,19197862","0,49052683","0,74612093","1,82422795","1,92727848","0,81011311","0,88317244","1,94961524","1,71301161","1,05576038","0,955501","1,25541606","1,39031426","0,90530706","3,11876961","3,08887656","2,01116899","1,93258296","2,04984661","1,26302407","0,7024237","0,54193173","1,3239997","2,61384338","2,58894963","2,03348091","1,9832715","56,5365874","50,2623954","54,0765182","69,3868944","90,6332289","83,0718004","87,8825339","94,6676976","19,152848","21,4614947","19,9081901","97,2849286","121,859058","4,07879441","3,75547534","2,61142325","0,87047442","1,71607814","3,53163906","4,30263069","4,1285358","1,06944","3,48189767","5,07081749","6,06110688","5,41758926","3,68035908","25,6049435","0,71380855","1,44864785","1,71369721","1,19009328","9,06116238","16,7516144","4,95428904","4,59119925","13,9699879"
3368,3368 b 05-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"1,44531561","1,96757968","2,00804705","1,36685014","1,00489401","1,00679063","1,36754781","1,15228592","1,15998624","3,13342032","1,49122379","1,28409237","1,31516263","3,44700218","4,43892457","4,91241643","3,64428427","3,00253531","1,43638926","3,06728078","1,84513564","2,98713993","0,31162477","1,02171809","2,46291502","1,91201441","1,60856588","2,04274013","1,87778464","1,65762825","0,88403803","2,00233875","2,39230342","1,90918537","2,95642849","3,21723058","3,4476478","1,27837232","1,80300347","2,56408396","2,92955899","2,42871944","2,12476207","2,01707651","1,78263398","3,58934106","4,62353856","4,13198812","3,7796207","3,83332981","3,64114204","0,66575034","1,24563247","0,9947176","0,67899099","0,70065408","1,7065843","1,29223758","0,80141173","0,44039758","1,93038447","1,42135845","1,1106977","0,86181972","1,05370036","0,83559566","0,8348343","2,9251827","3,10282973","2,03892591","1,63193937","2,03978808","1,41592539","0,32409213","0,67706653","1,39078038","2,34563597","2,82485192","1,893543","2,75194916","70,036818","63,2276067","59,8468217","50,1163603","95,6295693","91,089364","82,4063013","120,255429","24,1203668","18,9485332","21,8176603","105,88174","123,364468","3,68169547","3,53039291","2,34518958","1,33650589","1,48780844","3,42952454","3,78256383","4,34451786","1,0077376","3,63126128","4,58826362","5,34935307","4,42852634","2,88578745","23,7239042","0,71157405","0,92714474","1,18913625","0,78215914","7,94241274","14,2966609","3,91524702","4,53779482","13,7335699"
1986,1986 a 07-05-2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,"1,56022537","1,76989669","1,66758097","2,01724318","1,10929973","1,24735615","1,29143504","1,43666838","1,53453629","3,59225736","1,63909555","1,20668486","1,18500612","3,56860478","4,89716759","5,21837567","3,76899016","3,00440412","1,89276347","2,98536124","2,23301442","2,95355598","0,76347559","0,99739953","2,10350234","2,16388138","1,69584271","2,71610498","2,45182408","0,92959528","1,51754828","1,85010481","2,36426255","1,69915168","2,3957602","4,42320347","3,4092202","1,10095629","2,32142758","3,00095541","3,33530995","2,46188289","2,04222946","1,76599538","1,93914613","3,86050747","4,88922051","4,68653413","4,28925377","4,88072935","4,62023818","0,78576925","1,28017793","1,38771483","0,51127741","0,9110508","1,51055658","1,2884204","0,73549729","0,72722638","1,49025461","1,47451512","0,72603713","0,62842291","1,76182219","1,11880181","1,30888204","3,48375057","3,5753182","2,34724984","1,661772","2,43457776","1,45192396","0,52287278","0,46379382","1,90596228","2,61192831","3,09252312","1,9210832","2,44311668","66,2748717","68,1547641","56,1893004","57,5358279","88,2576582","87,1818076","86,2591149","91,2232015","23,575438","18,9590996","30,018876","113,788977","104,964707","3,80390798","3,36739395","2,5982978","0,93538721","2,14099739","2,78537525","4,38592669","4,67693605","0,99774636","4,11570372","5,15254968","6,01301578","5,22962414","3,34680123","26,5338616","0,85032103","1,10070774","1,07672765","1,2130469","9,49525151","17,776592","5,75630179","6,22445364","14,9076226"
1986,1986 a 07-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,88139326","2,03379674","1,9438459","1,85667653","1,00520243","1,17285387","1,32605023","1,24590278","1,63091503","3,10373202","1,57394622","1,17285387","1,29458682","4,24117069","5,52720667","5,9904906","4,63255259","3,60017952","1,92702715","3,74558472","2,24490588","3,59238361","0,41747114","1,40267962","2,30020061","2,68739718","2,08941496","2,47765778","1,79406193","2,06638552","2,80908163","1,09829897","2,60766064","2,21312587","2,74599878","3,54399607","2,41506307","1,89576814","1,94562746","2,88726138","3,33983666","3,52020281","2,62272252","2,14113651","1,70935737","2,60313958","4,00489456","4,24360016","4,18098749","3,85789443","3,47349723","0,611847","1,58965407","1,62299627","0,61991566","0,82119272","1,67533739","1,54109544","0,77435998","0,74033743","1,7418015","1,57195706","0,8301093","0,73709851","1,52343841","1,47544497","0,84961301","2,71817667","2,80744317","2,78786913","2,10569937","2,47566771","2,00941789","0,312475","0,99584589","1,86334452","2,72439893","3,6261366","1,9378937","3,30017541","73,9997831","68,9758112","45,5081258","60,4920911","77,1707994","88,3985781","84,4102641","104,809961","28,2085","20,3944168","22,6878543","159,172511","124,943365","4,00985476","3,70288023","2,72439893","1,74591762","1,88021898","3,70288023","4,00985476","5,18619614","1,19662248","4,08659839","5,56817887","6,35861629","5,36560937","3,38803795","29,8986623","0,94527839","1,18932807","1,2767516","1,15380651","10,7481245","18,5052601","6,97290055","3,40638873","18,7502301"
1986,1986 a 07-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,"1,92694201","1,91193778","1,93216596","1,52248654","1,24789482","1,2348032","1,1273376","1,29386476","1,6530823","3,20891426","1,5874428","1,30210602","1,28573068","3,86608824","5,07738663","5,61328248","4,33158168","3,09749139","1,97989525","3,24195162","2,37133087","3,06563445","0,46660962","1,28774031","2,40097726","2,5477526","2,5693005","2,55935312","1,83586191","1,90892279","2,19522536","1,4890152","2,62662832","2,28944257","3,01271214","3,12985875","3,23483679","1,92586833","2,04197234","3,15511182","3,53437326","3,55074015","2,63226617","2,10465955","1,88746826","3,20788839","4,71928372","4,6440143","4,32972913","4,1135221","3,55055715","0,96363113","1,66300783","1,34071375","0,7654204","0,76029687","1,51490115","1,74486126","0,71224036","0,62911867","1,76128937","1,68060368","0,65318232","0,9619218","1,16396764","1,18862589","0,72227847","2,76668603","3,1284782","2,42641934","2,50831852","2,38449435","1,911947","0,42073245","1,07779132","2,00540239","3,16446583","3,65130673","2,34034459","3,15437749","68,549019","70,9272959","46,1917776","65,2592034","90,4291738","86,1703277","94,6433524","91,8614362","29,3039814","27,2234668","25,9623707","139,262504","134,032011","3,85388402","3,65104802","3,16424162","1,72410601","1,92694201","3,73218242","3,77274962","5,21288523","1,60240441","3,87416762","5,71324604","6,54711127","5,38540088","3,45417263","30,7173596","1,1921023","1,16247974","1,08636622","0,97816159","9,90730608","19,5496548","7,93720017","4,05397066","19,5113923"
1986,1986 a 07-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,"1,634452","1,70641799","1,86829921","1,98839668","0,90591392","1,28391258","1,46041954","1,34576174","1,83488194","3,05321532","1,25638482","1,50754192","1,24885773","3,71286705","5,17527549","5,48874337","4,14853184","2,88621701","2,28905848","3,013337","2,47540637","2,87892981","0,51100981","1,22479939","2,52069206","3,01234634","2,00541411","2,72956938","2,77375702","1,28100243","1,7284918","1,61911717","2,91909004","2,07994004","2,6390498","4,6398933","2,90445115","1,71647946","2,27996785","3,39437902","3,57283765","3,54164399","2,55728667","2,30587645","1,7711065","3,677517","4,68673317","4,50731158","4,52127914","5,00737047","4,71735441","0,57616393","1,38531966","1,31355687","0,58529654","0,65618","1,57820111","1,36518043","0,82488168","0,98107172","1,4354579","1,4993107","0,9015669","0,71464341","1,75544209","1,48350586","0,95674384","3,41766725","3,26294965","2,98296696","2,05670454","2,80678582","2,13337391","0,26533801","0,83802742","2,09593428","2,77746324","3,67021928","2,01133412","3,10661507","70,6958718","66,1015923","62,9147023","46,3894259","74,8989018","86,2721445","84,6762992","95,638776","34,9624624","21,4182347","28,8556612","149,600693","106,094913","3,98394902","3,86502517","2,77488986","1,66493392","2,00188483","3,58753618","4,261438","4,94901226","1,63084261","4,30107929","5,18929993","6,08106208","5,34826885","3,18761279","29,6749101","0,73857275","1,07328763","1,36164529","1,29878803","9,14042704","19,6094993","8,33722917","5,57583139","18,5770689"
1986,1986 a 07-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,"1,88793951","1,80434889","2,41402986","2,35415762","0,92544384","1,37865427","1,41691147","1,55869987","1,57576031","3,07455854","1,66729464","1,23153412","1,43345645","3,91687706","5,27935207","5,74336447","4,35379215","3,1799433","2,09940877","3,25764825","2,48571621","3,17475116","0,51994122","1,51980244","2,66513504","2,88776612","1,6298771","2,95386354","1,23563014","2,76539026","2,30005678","1,85928588","2,40091241","3,00523278","2,89293774","3,39664278","3,48723092","1,88621593","2,37642533","3,22462944","3,57821751","3,45619243","2,68779278","2,41250957","2,0056019","3,52995436","4,43504593","4,23087663","4,33877585","3,63734583","3,22756086","0,53233145","1,71386981","1,75681722","0,48775173","1,01360678","1,41512732","1,36514976","0,81719591","0,62509868","1,98523772","2,01220313","1,19509524","0,66807855","2,06935533","1,42756954","1,39565285","2,60020026","2,88229306","3,0416829","1,95338923","2,82313868","2,10901106","0,14832835","0,76822056","2,24840575","2,74032912","4,07958771","2,24018769","3,61718379","78,3783429","69,0203443","42,5459089","59,0757483","90,0460363","107,867333","72,849903","103,973093","32,5153955","16,3123997","30,2151851","125,597044","152,500136","3,83721559","4,4322918","2,72914264","2,09302668","1,96990747","3,81669572","4,45281167","5,68400384","1,10807295","4,08345402","5,82778743","6,67151417","5,82796805","3,64688366","33,2470852","0,87223623","1,24256294","1,69436573","1,57773071","9,79376234","18,5298093","7,27242487","3,37125726","22,453925"
1986,1986 a 07-05-2019,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,"1,85208447","2,14959793","2,07343738","1,87288267","0,97779464","1,30743491","1,23921733","1,40031373","1,95506399","3,38657346","1,80936574","1,3782402","1,22827585","3,59089029","4,63302275","5,15656119","4,09488989","2,85904006","1,77398269","2,9214647","2,23509649","2,84367656","0,63839667","1,21170616","2,32975911","2,45923805","1,7117729","2,80115132","1,07322787","3,23663744","2,1467975","1,59166982","2,6112761","2,39687387","2,7842861","2,62226628","3,31617268","1,39331969","2,20707692","3,82372833","3,98063268","3,32190705","2,52165002","2,81793646","2,0302897","3,19125772","4,28747353","4,44844629","4,18649127","3,29913834","2,73687515","0,65231312","1,59829337","1,6524575","0,49412153","0,88848122","1,73349299","1,7007657","0,836597","1,09863003","1,18250657","1,15704367","1,4059606","0,90159604","1,43212073","0,93153199","1,32249866","2,85238332","2,97115606","2,63194771","2,17241146","2,83455411","1,89671839","0,29599607","0,66967127","2,27678878","2,77571804","3,75842568","2,27836737","3,23767994","83,1961949","71,2739894","48,9131595","47,8906456","92,6506897","95,0290736","75,1600608","98,9453818","31,6927805","19,1938921","32,7655592","116,572127","154,440538","3,90577263","3,85438088","2,75802366","1,71305817","2,02140864","3,11776587","4,64238764","5,44970627","1,05627784","3,99142554","5,78354418","6,30559005","5,33509684","3,45952935","30,1541565","0,9010592","1,40521803","1,26788023","1,19950479","9,98941721","17,2661195","6,09847311","3,11900591","19,5922051"
