Self/Self;Self/Nonself;Nonself/Self;Nonself/Nonself;Predicted number of animals at ward of Control;likeliehood of corrct number of animals %;Wads distance to correct number of animals in Cluster;Species;Imputation Stratagy used;Mice itteration;Percentage of Mssing Values;Balanced accuracy;Error Rate Dendrogramm;Overall Score;Weighted Overall Score;Fercentage dataframes missing;Weighted overall score definde 0-1 (negatve values = 0);Range Scale[Wei... Overall Score];Dataframes Remaining;Number of Mistakes/Shuffels needed for correct Cluster classification;Cluster Accuracy;weigted cluster accuracy;Wads distance to correct number of animals in Cluster Prediction Formula;Comments;Number of Trails Controls;Number of animals control;Number of Variables for best Model;Number of Animals in Dataset with 2prints +;Number of trails in Clustermodel;Self/Self in percent;Nonself/nonself in percent;Overall Accuracy;Fehlerrate im Cluster;Precision;Recall;F1 Score;Sensitivity;Specificity;G-mean;Mathews Cooreletaion Coefficiant;Number of animals missing;percentage animals left in databse;percentge missing animals;Wads distance to correct number of animals in Cluster Prediction Formula 2;Wads distance to correct number of animals in Cluster Prediction Formula 3;Wads distance to correct number of animals in Cluster Prediction Formula 4;Cluster Accuracy Prediction Formula;Cluster Accuracy Prediction Formula 3;Cluster Accuracy Predictor;Cluster Accuracy Prediction Formula 2
234;39;1604;9751;37;49,8;1,869;White Rhino;MICE PMM;2;10;0,85794175;0,097560976;0,88854134;0,88854134;;0,88854134;0,943527612;;;;0,760380774;;;153;41;12;41;153;0,857142857;0,858740643;0,85870313;;;;;;;;;;;;;;;;;;
248;25;1595;9760;41;100;1,897;White Rhino;MICE PMM;3;10;0,883979077;0;0,950926821;0,950926821;;0,950926821;0,975136256;;;;0,883979077;;;153;41;12;41;153;0,908424908;0,859533245;0,860681115;;;;;;;;;;;;;;;;;;
188;85;1840;9515;41;100;1,942;White Rhino;MICE PMM;1;15;0,763300768;0;0,890015188;0,890015188;;0,890015188;0,944274362;;;;0,763300768;;;153;41;12;41;153;0,688644689;0,837956847;0,834451324;;;;;;;;;;;;;;;;;;
220;53;2580;8775;39;59,1;1,885;White Rhino;MICE PMM;2;15;0,789324062;0,048780488;0,878528635;0,878528635;;0,878528635;0,938454509;;;;0,740543574;;;153;41;12;41;153;0,805860806;0,772787318;0,773563811;;;;;;;;;;;;;;;;;;
201;72;1937;9424;41;100;1,921;White Rhino;MICE PMM;3;15;0,782884091;0;0,89989975;0,89989975;;0,89989975;0,94928254;;;;0,782884091;;;153;41;12;41;153;0,736263736;0,829504445;0,827316486;;;;;;;;;;;;;;;;;;
173;100;2099;9256;44;52,4;2,008;White Rhino;MICE PMM;1;20;0,724423573;0,073170732;0,833459688;0,833459688;;0,833459688;0,915619575;;;;0,651252841;;;153;41;12;41;153;0,633699634;0,815147512;0,810887513;;;;;;;;;;;;;;;;;;
214;59;3190;8165;36;6,3;1,75;White Rhino;MICE PMM;2;20;0,751474637;0,12195122;0,822491896;0,822491896;;0,822491896;0,910062561;;;;0,629523418;;;153;41;12;41;153;0,783882784;0,719066491;0,720588235;;;;;;;;;;;;;;;;;;
167;106;2256;9099;43;63,6;2,001;White Rhino;MICE PMM;3;20;0,706521308;0,048780488;0,836734456;0,836734456;;0,836734456;0,917278791;;;;0,65774082;;;153;41;12;41;153;0,611721612;0,801321004;0,796869625;;;;;;;;;;;;;;;;;;
256;17;758;10597;40;98;1,927;White Rhino;MICE RF;1;1;0,935487102;0,024390244;0,964614353;0,964614353;;0,964614353;0,982071272;;;;0,911096858;;;153;41;12;41;153;0,937728938;0,933245266;0,933350533;;;;;;;;;;;;;;;;;;
252;21;780;10575;41;100;1,948;White Rhino;MICE RF;2;1;0,927192359;0;0,972738458;0,972738458;;0,972738458;0,986187485;;;;0,927192359;;;153;41;12;41;153;0,923076923;0,931307794;0,931114551;;;;;;;;;;;;;;;;;;
253;20;752;10603;40;61;1,838;White Rhino;MICE RF;3;1;0,930256797;0,024390244;0,961974389;0,961974389;;0,961974389;0,980733691;;;;0,905866553;;;153;41;12;41;153;0,926739927;0,933773668;0,933608531;;;;;;;;;;;;;;;;;;
231;42;865;10490;44;46,4;2,017;White Rhino;MICE RF;1;2,5;0,884987975;0,073170732;0,91450358;0,91450358;;0,91450358;0,956681814;;;;0,811817244;;;153;41;12;41;153;0,846153846;0,923822105;0,921998624;;;;;;;;;;;;;;;;;;
228;45;894;10461;44;24,4;2,079;White Rhino;MICE RF;2;2,5;0,878216499;0,073170732;0,91108572;0,91108572;;0,91108572;0,954950098;;;;0,805045768;;;153;41;12;41;153;0,835164835;0,921268164;0,919246646;;;;;;;;;;;;;;;;;;
246;27;970;10385;43;66,1;1,999;White Rhino;MICE RF;3;2,5;0,907836989;0,048780488;0,938347304;0,938347304;;0,938347304;0,968762634;;;;0,859056501;;;153;41;12;41;153;0,901098901;0,914575077;0,914258686;;;;;;;;;;;;;;;;;;
250;23;1174;10181;39;69,8;1,9;White Rhino;MICE RF;1;5;0,906180169;0,048780488;0,937511035;0,937511035;;0,937511035;0,968338924;;;;0,857399682;;;153;41;12;41;153;0,915750916;0,896609423;0,897058824;;;;;;;;;;;;;;;;;;
238;35;1048;10307;43;20,4;2,099;White Rhino;MICE RF;2;5;0,889750364;0,048780488;0,929218192;0,929218192;;0,929218192;0,964137217;;;;0,840969876;;;153;41;12;41;153;0,871794872;0,907705856;0,906862745;;;;;;;;;;;;;;;;;;
241;32;1166;10189;39;61,5;1,886;White Rhino;MICE RF;3;5;0,890048921;0,048780488;0,929368886;0,929368886;;0,929368886;0,964213569;;;;0,841268433;;;153;41;12;41;153;0,882783883;0,897313959;0,896972824;;;;;;;;;;;;;;;;;;
225;48;1872;9483;41;100;1,931;White Rhino;MICE RF;1;10;0,829657265;0;0,923508221;0,923508221;;0,923508221;0,961244165;;;;0,829657265;;;153;41;12;41;153;0,824175824;0,835138705;0,834881321;;;;;;;;;;;;;;;;;;
232;41;2008;9347;36;46,6;1,821;White Rhino;MICE RF;2;10;0,836489226;0,12195122;0,865402485;0,865402485;;0,865402485;0,931803926;;;;0,714538007;;;153;41;12;41;153;0,84981685;0,823161603;0,82378741;;;;;;;;;;;;;;;;;;
228;45;1639;9716;44;11,4;2,112;White Rhino;MICE RF;3;10;0,845411568;0,073170732;0,894527633;0,894527633;;0,894527633;0,946560667;;;;0,772240836;;;153;41;12;41;153;0,835164835;0,8556583;0,855177159;;;;;;;;;;;;;;;;;;
222;51;2920;9035;39;88,7;1,885;White Rhino;MICE RF;1;15;0,784468773;0,048780488;0,876077958;0,876077958;;0,876077958;0,937212832;;;;0,735688285;;;153;41;12;41;153;0,813186813;0,755750732;0,757033039;;;;;;;;;;;;;;;;;;
172;101;1984;9371;49;0,8;2,21;White Rhino;MICE RF;2;15;0,72765592;0,195121951;0,773537069;0,773537069;;0,773537069;0,885258782;;;;0,532533968;;;153;41;12;41;153;0,63003663;0,825275209;0,820691434;;;;;;;;;;;;;;;;;;
144;129;1534;9821;43;45,7;2,045;White Rhino;MICE RF;3;15;0,696188928;0,048780488;0,831519251;0,831519251;;0,831519251;0,91463642;;;;0,64740844;;;153;41;12;41;153;0,527472527;0,864905328;0,856983144;;;;;;;;;;;;;;;;;;
192;81;3098;8257;44;47,2;2,003;White Rhino;MICE RF;1;20;0,715232676;0,073170732;0,82882064;0,82882064;;0,82882064;0,913269124;;;;0,642061944;;;153;41;12;41;153;0,703296703;0,727168648;0,726608187;;;;;;;;;;;;;;;;;;
63;210;947;10408;56;2,5;2,307;White Rhino;MICE RF;2;20;0,573684924;0,365853659;0,609645382;0,609645382;;0,609645382;0,802220327;;;;0,207831265;;;153;41;12;41;153;0,230769231;0,916600616;0,900498796;;;;;;;;;;;;;;;;;;
149;124;2173;9182;46;31,9;2,049;White Rhino;MICE RF;3;20;0,677209053;0,12195122;0,7850068;0,7850068;;0,7850068;0,891070112;;;;0,555257833;;;153;41;12;41;153;0,545787546;0,808630559;0,80245958;;;;;;;;;;;;;;;;;;
